DEPARTMENT_ID,LAST_RANK,PREDICTED_LAST_RANK,FIRST_RANK,PREDICTED_FIRST_RANK,Mean_Actual,Mean_Predicted
100110045,16262,16219.988,11856,11584.224,14059.0,13902.105
100110054,18705,19146.97,6588,6707.717,12646.5,12927.344
100110063,121306,121228.82,62363,60313.28,91834.5,90771.05
100110072,103133,102772.05,73925,72703.84,88529.0,87737.945
100110081,90523,88227.54,35265,35048.0,62894.0,61637.77
100110099,33653,34391.895,12237,12210.348,22945.0,23301.121
100110115,405419,407423.2,231079,239007.28,318249.0,323215.25
100110124,414253,424545.34,317099,331604.22,365676.0,378074.78
100110133,323586,327426.62,162950,164635.55,243268.0,246031.1
100110142,319613,318763.78,228304,236507.0,273958.5,277635.38
100110151,96780,96357.98,5769,6234.9116,51274.5,51296.445
100110169,673436,659882.4,341798,344644.22,507617.0,502263.3
100110178,240315,236765.86,46382,47135.426,143348.5,141950.64
100110187,160885,160168.8,23439,22994.232,92162.0,91581.516
100110196,696363,709474.0,111103,114712.85,403733.0,412093.44
100110203,589863,613589.25,224820,229071.77,407341.5,421330.5
100110212,728507,751945.4,197458,197936.27,462982.5,474940.8
100110221,493625,498587.5,118966,120888.93,306295.5,309738.22
100110257,20156,20590.357,10645,10685.109,15400.5,15637.733
100110399,163603,168904.4,115543,120520.8,139573.0,144712.6
100110406,233631,236279.31,163328,170810.36,198479.5,203544.84
100110415,136801,135748.86,88081,91535.914,112441.0,113642.39
100110433,36548,38322.504,27670,27854.111,32109.0,33088.31
100110451,554406,565494.5,216780,223406.44,385593.0,394450.47
100110478,260106,256131.52,22640,22433.076,141373.0,139282.3
100110503,574984,583733.56,419732,430529.53,497358.0,507131.56
100110618,406626,418825.62,277069,289172.84,341847.5,353999.25
100110627,698388,680804.0,352058,369932.06,525223.0,525368.0
100110636,484930,486728.47,165153,171958.39,325041.5,329343.44
100110645,87188,87798.54,59756,62480.715,73472.0,75139.625
100110654,1067172,1063650.4,506084,532175.0,786628.0,797912.7
100110663,550069,561325.0,356520,367587.1,453294.5,464456.06
100110672,8093,8211.451,2125,2176.7522,5109.0,5194.1016
100110681,548763,559616.2,292607,295346.84,420685.0,427481.5
100110706,354284,352722.72,99094,98288.29,226689.0,225505.5
100190121,652685,657252.06,525973,535179.4,589329.0,596215.75
100190151,48013,48061.21,21721,21450.848,34867.0,34756.03
100190153,167290,169054.6,59294,60616.543,113292.0,114835.57
100190154,57281,57112.24,10208,10200.28,33744.5,33656.258
100190155,796212,801174.94,509268,522536.2,652740.0,661855.56
100190156,285809,292869.9,170272,178908.95,228040.5,235889.44
100190170,277884,287072.47,165935,173510.17,221909.5,230291.31
100190171,783459,797951.75,404919,415732.4,594189.0,606842.06
100190208,41263,40873.254,13878,13763.303,27570.5,27318.277
100190209,325225,335160.34,216083,219067.58,270654.0,277113.97
100190211,514888,510690.7,25874,24052.494,270381.0,267371.6
100190212,506240,515204.38,223293,231606.28,364766.5,373405.3
100190213,143382,145014.36,108405,112562.664,125893.5,128788.516
100210017,249127,248004.33,100347,100460.84,174737.0,174232.6
100210026,82013,82254.3,49353,49263.465,65683.0,65758.88
100210035,117271,116679.46,29277,28176.25,73274.0,72427.86
100210044,87235,87272.61,11230,11706.509,49232.5,49489.56
100210053,374681,366975.16,89761,94876.555,232221.0,230925.86
100210062,429793,441361.8,106372,104504.74,268082.5,272933.28
100210071,217928,221179.64,175215,175506.92,196571.5,198343.28
100210089,155095,155061.84,38736,37830.934,96915.5,96446.39
100210098,23492,23190.129,1589,1614.422,12540.5,12402.275
100210105,163695,163657.62,43380,45248.63,103537.5,104453.125
100210114,31946,31300.77,6290,6452.6787,19118.0,18876.725
100210132,557125,562591.94,138154,136794.9,347639.5,349693.44
100210141,578328,580442.8,274381,275508.6,426354.5,427975.7
100210168,22037,22058.68,7502,7411.224,14769.5,14734.952
100210177,389672,393992.78,294719,293269.6,342195.5,343631.2
100210186,562616,561062.25,15674,15039.11,289145.0,288050.7
100210195,573899,570808.75,545129,540361.75,559514.0,555585.25
100210202,568255,573604.4,398073,393649.12,483164.0,483626.75
100210283,46225,46927.395,1459,1509.7754,23842.0,24218.586
100210308,281519,285025.12,150974,149921.44,216246.5,217473.28
100210317,514403,524383.75,262533,266311.06,388468.0,395347.4
100210326,287996,297776.3,287996,294935.62,287996.0,296355.97
100210335,243130,243346.9,243130,248090.9,243130.0,245718.9
100210353,47694,48046.043,35688,35098.273,41691.0,41572.156
100210362,34820,34846.06,24951,25070.906,29885.5,29958.482
100210371,253811,263477.9,14684,14374.522,134247.5,138926.22
100290057,42081,43522.24,28379,28877.484,35230.0,36199.86
100290058,581633,593462.4,176084,177232.64,378858.5,385347.5
100290059,70536,69942.31,48687,47913.664,59611.5,58927.99
100290060,272032,271045.34,100889,99061.26,186460.5,185053.3
100290069,8359,8925.681,1170,1202.4004,4764.5,5064.0405
100290086,569695,567543.25,174498,173921.69,372096.5,370732.47
100290087,252354,272531.84,50344,58659.55,151349.0,165595.7
100290088,387421,397690.03,189973,189662.83,288697.0,293676.44
100310025,16668,16244.201,8966,9439.717,12817.0,12841.959
100310034,98928,101077.05,70381,70119.164,84654.5,85598.11
100310043,83399,82203.875,30491,31669.354,56945.0,56936.613
100310052,801016,791606.1,51777,50316.586,426396.5,420961.34
100310061,391608,399284.25,289189,293582.72,340398.5,346433.5
100310079,822612,827619.8,270382,274198.5,546497.0,550909.1
100310088,393913,398008.75,255163,262930.2,324538.0,330469.47
100310097,44486,44280.5,9745,9843.309,27115.5,27061.904
100310104,315799,316980.38,124582,129822.67,220190.5,223401.53
100310113,308587,311109.5,124755,131664.9,216671.0,221387.2
100310122,551289,547963.8,151467,153381.34,351378.0,350672.56
100310131,187252,190351.95,3353,3046.2725,95302.5,96699.11
100310149,152501,154741.88,79814,84387.5,116157.5,119564.69
100310158,17273,17489.664,8793,8620.271,13033.0,13054.968
100310167,100737,103346.83,49794,50736.82,75265.5,77041.83
100310219,669175,673777.2,291190,310493.28,480182.5,492135.25
100310228,590216,589274.9,337347,351457.84,463781.5,470366.38
100310237,623438,633099.9,212274,226582.27,417856.0,429841.06
100310246,713400,729380.56,404488,411566.62,558944.0,570473.6
100310264,566322,585921.56,235929,244066.7,401125.5,414994.12
100310325,416003,425968.88,128475,128076.06,272239.0,277022.47
100310334,432754,434935.34,330380,340574.75,381567.0,387755.06
100310343,325584,328139.66,194723,201457.53,260153.5,264798.6
100310379,472216,469459.1,355329,371402.97,413772.5,420431.03
100310388,545008,551159.25,378573,392276.03,461790.5,471717.62
100310397,619273,631374.9,343606,359194.2,481439.5,495284.53
100310422,534429,543255.3,347153,360158.75,440791.0,451707.03
100310431,116375,116179.016,78498,77307.85,97436.5,96743.44
100310449,415945,415393.53,339773,348336.88,377859.0,381865.2
100310458,277644,284098.9,163031,165830.16,220337.5,224964.53
100310476,782623,802665.44,424254,431902.25,603438.5,617283.9
100310519,128896,130472.81,81308,82371.89,105102.0,106422.35
100310528,140036,141689.67,93115,94584.11,116575.5,118136.89
100310537,613174,628558.4,379958,391530.03,496566.0,510044.2
100310546,243366,245418.36,159528,166157.69,201447.0,205788.03
100310573,22177,22630.752,9355,9340.583,15766.0,15985.668
100310591,562350,567652.06,388532,398185.28,475441.0,482918.7
100310607,100374,103600.83,70064,70342.13,85219.0,86971.484
100310616,442079,436556.88,341113,346228.8,391596.0,391392.84
100310643,806400,825760.75,277830,290215.78,542115.0,557988.25
100310652,35872,35529.73,12806,12326.468,24339.0,23928.1
100310661,872799,880649.0,252611,271635.34,562705.0,576142.2
100310697,718527,739034.75,240136,250551.36,479331.5,494793.06
100310713,34778,36086.54,24938,24498.666,29858.0,30292.602
100310722,750942,764029.44,145325,147879.19,448133.5,455954.3
100310846,81880,81401.97,43500,43628.875,62690.0,62515.42
100310855,256280,256443.39,29870,30043.77,143075.0,143243.58
100310864,63415,63418.496,25856,25772.684,44635.5,44595.59
100310873,43437,44367.33,26424,26732.0,34930.5,35549.664
100310925,31509,32490.068,4066,4308.1826,17787.5,18399.125
100310943,157627,161424.25,57218,61491.38,107422.5,111457.81
100310952,213086,215552.19,149065,154667.36,181075.5,185109.78
100310961,224378,225095.3,176460,182113.78,200419.0,203604.53
100310979,198262,198134.56,138818,137791.95,168540.0,167963.25
100310997,721512,708470.6,329144,343664.2,525328.0,526067.4
100390138,339829,343452.53,129054,134566.23,234441.5,239009.38
100390139,14370,13938.269,4740,4802.8726,9555.0,9370.57
100390177,7397,7332.2715,1618,1677.1696,4507.5,4504.7207
100390222,173224,175094.81,14671,14879.518,93947.5,94987.164
100390223,270611,273978.4,165157,173176.08,217884.0,223577.25
100390224,575014,567573.56,154317,154342.17,364665.5,360957.88
100390229,617677,627113.6,319579,325442.62,468628.0,476278.12
100390230,601393,615658.4,269636,272812.16,435514.5,444235.25
100410015,28566,28781.691,8802,8835.634,18684.0,18808.662
100410024,118551,120000.79,53054,51817.875,85802.5,85909.33
100410033,85353,84640.016,24354,28823.94,54853.5,56731.977
100410042,34381,35168.066,7212,7318.3184,20796.5,21243.191
100410069,427203,441707.94,35825,38871.516,231514.0,240289.72
100410078,563351,579844.2,212907,218176.47,388129.0,399010.3
100410103,390102,398694.47,313121,309642.84,351611.5,354168.66
100410112,381138,384120.1,241844,238127.25,311491.0,311123.7
100410121,578541,574754.9,152843,152305.9,365692.0,363530.38
100410139,558433,561655.94,138073,137714.31,348253.0,349685.12
100410148,378691,384576.8,52608,54770.793,215649.5,219673.8
100410157,519755,524458.8,52168,52105.098,285961.5,288281.97
100410166,564252,571142.0,433172,430248.78,498712.0,500695.38
100410175,511458,518923.4,286087,288554.12,398772.5,403738.75
100410184,575495,578589.1,231196,233577.34,403345.5,406083.25
100410193,583191,578754.2,207575,204215.77,395383.0,391484.97
100410218,296647,300165.62,198839,200649.92,247743.0,250407.78
100410324,134578,136347.38,75651,75994.19,105114.5,106170.78
100410493,295063,298115.56,153062,153660.84,224062.5,225888.2
100410599,272601,272792.12,220068,230023.83,246334.5,251407.97
100410615,258465,264184.66,147755,149951.19,203110.0,207067.92
100410624,293913,291739.8,93500,91096.56,193706.5,191418.19
100410633,299653,299528.22,115960,118565.86,207806.5,209047.03
100410651,209715,211753.05,133038,139264.73,171376.5,175508.89
100410669,299795,298020.06,229565,230370.03,264680.0,264195.06
100410678,89144,87289.92,17355,17099.654,53249.5,52194.79
100410687,254826,254660.86,146496,142156.08,200661.0,198408.47
100410696,299818,305720.62,205908,203476.25,252863.0,254598.44
100410712,248968,253141.69,181489,186953.64,215228.5,220047.66
100410766,340399,340654.34,6348,7782.569,173373.5,174218.45
100410784,185511,184813.1,101129,99539.97,143320.0,142176.53
100410809,332045,334084.9,176887,177710.95,254466.0,255897.94
100410818,978785,987656.3,206619,223557.97,592702.0,605607.1
100410827,80117,81733.586,8802,9069.61,44459.5,45401.598
100410836,59843,60463.367,8592,8677.198,34217.5,34570.28
100410924,428295,432772.66,428295,417932.28,428295.0,425352.47
100410933,61577,60864.992,27851,27640.082,44714.0,44252.54
100410978,578564,577541.7,261918,269651.28,420241.0,423596.5
100410987,889262,879547.8,8210,8011.5,448736.0,443779.66
100430055,515617,526301.6,253206,255485.02,384411.5,390893.3
100430064,552249,555485.25,14553,14412.26,283401.0,284948.75
100430073,563781,575810.44,293752,290104.25,428766.5,432957.34
100430107,552321,553372.94,552321,548611.7,552321.0,550992.3
100430267,559691,568263.0,260881,260361.34,410286.0,414312.2
100430522,559847,553169.75,18286,18447.154,289066.5,285808.44
100430531,234225,238450.17,186295,186970.58,210260.0,212710.38
100430655,568133,569695.0,280973,278690.0,424553.0,424192.5
100490191,309655,307869.06,168008,168775.6,238831.5,238322.33
100490197,125554,123886.24,34971,35526.75,80262.5,79706.5
100490202,354311,363443.16,354311,354595.28,354311.0,359019.22
100490203,573141,569136.2,531152,529318.25,552146.5,549227.25
100490204,585646,583090.4,398190,393986.78,491918.0,488538.56
100490215,565612,565900.2,344448,342721.6,455030.0,454310.88
100490218,529147,534164.7,529147,519755.97,529147.0,526960.3
100490219,19690,19163.047,10672,10706.083,15181.0,14934.564
100490220,501822,511927.28,290869,295270.53,396345.5,403598.9
100490221,509844,515998.0,161103,162396.88,335473.5,339197.44
100490222,169304,168864.14,87146,89672.59,128225.0,129268.37
100490223,506560,527950.5,220395,247493.75,363477.5,387722.12
100510023,144160,144676.75,85363,85464.36,114761.5,115070.555
100510032,151581,152934.1,13958,13003.442,82769.5,82968.766
100510041,56165,56367.395,16455,16525.508,36310.0,36446.453
100510086,26846,26674.113,2728,2651.047,14787.0,14662.58
100510095,188774,187280.03,95898,96286.78,142336.0,141783.4
100510129,545953,537154.1,34563,32302.342,290258.0,284728.22
100510138,762104,752292.56,42425,39633.293,402264.5,395962.94
100510174,598288,592204.94,305953,311330.9,452120.5,451767.94
100510183,1213302,1212026.1,238681,257070.97,725991.5,734548.56
100510208,135560,144666.27,80718,83666.37,108139.0,114166.31
100510217,857188,851339.75,50064,44605.766,453626.0,447972.75
100510235,60130,59366.023,55804,56149.883,57967.0,57757.953
100510253,1254991,1232441.4,275256,295663.9,765123.5,764052.6
100510262,741288,746043.2,38337,36175.2,389812.5,391109.2
100590058,587581,596616.4,407022,413239.34,497301.5,504927.88
100590061,29190,29691.756,23597,23355.486,26393.5,26523.621
100590064,1250915,1270668.8,386752,390840.97,818833.5,830754.9
100590075,65256,64407.44,10401,10595.339,37828.5,37501.39
100590077,926893,938559.75,97752,94792.17,512322.5,516675.97
100590078,1060846,1041399.7,320551,308760.25,690698.5,675080.0
100590083,221013,224727.88,39089,40369.668,130051.0,132548.77
100590084,176620,178904.0,85978,88532.57,131299.0,133718.28
100590085,898685,888071.6,329581,324381.03,614133.0,606226.3
100610022,158060,161720.56,133653,135711.7,145856.5,148716.12
100610031,127031,126908.836,52101,51646.727,89566.0,89277.78
100610049,158364,159382.39,55897,58814.66,107130.5,109098.52
100610058,52740,52037.957,22944,22527.71,37842.0,37282.836
100610085,487596,472508.47,161139,167660.0,324367.5,320084.25
100610094,558367,544480.44,66416,67066.18,312391.5,305773.3
100610101,349015,348987.9,55051,55864.977,202033.0,202426.44
100610119,189379,191233.89,74792,77098.38,132085.5,134166.14
100610137,25517,25203.145,2252,2245.141,13884.5,13724.143
100610155,1238390,1241851.8,430608,421807.53,834499.0,831829.6
100610191,551191,550322.06,163903,160204.69,357547.0,355263.38
100610207,1308901,1300965.5,396079,393970.62,852490.0,847468.06
100610216,1119897,1135526.5,486968,523248.3,803432.5,829387.4
100610225,1120176,1122281.1,312402,331542.56,716289.0,726911.9
100610243,257440,258980.0,132896,134559.56,195168.0,196769.78
100610252,240375,238712.3,195330,202510.44,217852.5,220611.38
100610261,361626,353928.03,227771,224643.45,294698.5,289285.75
100610279,622287,621306.56,299238,312134.5,460762.5,466720.53
100610288,611120,602633.3,322173,338572.75,466646.5,470603.03
100610304,1016757,1045047.0,361681,368420.97,689219.0,706734.0
100610313,1091178,1096837.8,282598,300307.62,686888.0,698572.7
100610322,441497,430374.78,329868,338443.62,385682.5,384409.2
100610331,27034,27352.336,8803,8915.334,17918.5,18133.836
100610358,653967,638308.2,160810,161653.8,407388.5,399981.0
100610367,1273260,1283723.5,311459,333408.22,792359.5,808565.9
100610376,455767,449608.3,327378,341393.25,391572.5,395500.78
100690069,203197,205119.1,111408,115531.664,157302.5,160325.38
100690070,1046500,1052317.8,328055,343794.0,687277.5,698055.9
100690072,297861,299469.38,219355,224650.95,258608.0,262060.16
100690077,326713,326621.66,266520,272187.94,296616.5,299404.8
100690095,707326,709834.7,190317,206854.67,448821.5,458344.7
100690114,1097514,1094638.1,278676,301374.9,688095.0,698006.5
100710012,8525,8339.228,5174,5164.0703,6849.5,6751.649
100710021,12166,11977.277,2674,2737.997,7420.0,7357.637
100710039,71349,71294.07,23427,23160.621,47388.0,47227.344
100710048,421662,425004.34,104910,108760.47,263286.0,266882.4
100710057,296201,301297.03,196820,207591.81,246510.5,254444.42
100710066,61808,61533.91,8330,8530.702,35069.0,35032.305
100710075,528335,532324.75,219468,229678.8,373901.5,381001.78
100710084,313817,313216.94,174123,177245.31,243970.0,245231.12
100710093,217951,218502.56,91739,92618.55,154845.0,155560.56
100710109,193892,199855.66,90344,95630.625,142118.0,147743.14
100710118,301444,303606.0,72011,72137.16,186727.5,187871.58
100710127,61834,63168.414,10303,10393.212,36068.5,36780.812
100710136,122903,120100.625,7207,6485.32,65055.0,63292.973
100710145,21528,22495.549,303,257.1416,10915.5,11376.346
100710154,272106,278007.78,114471,123545.266,193288.5,200776.53
100710163,224589,228920.42,78849,77353.06,151719.0,153136.75
100710181,326621,330841.38,147607,151222.72,237114.0,241032.05
100710199,199298,199962.98,46574,45383.164,122936.0,122673.08
100710206,136602,140296.78,19520,18436.654,78061.0,79366.72
100710233,170311,168773.02,94411,96786.88,132361.0,132779.95
100710251,105217,109078.01,55825,56454.656,80521.0,82766.33
100710278,8580,8505.176,454,440.343,4517.0,4472.7593
100710287,221645,225649.19,126033,131919.55,173839.0,178784.38
100710296,332019,334923.56,222752,230382.11,277385.5,282652.84
100710427,483423,489339.5,195416,199428.6,339419.5,344384.06
100710436,70397,71792.766,49139,48915.527,59768.0,60354.15
100710445,186177,187321.3,50572,49220.12,118374.5,118270.71
100710463,21287,21063.797,2197,2202.925,11742.0,11633.361
100710481,296763,297021.6,155427,159333.9,226095.0,228177.75
100710499,213622,217631.39,104911,110012.4,159266.5,163821.89
100710506,352969,355540.38,209597,217865.22,281283.0,286702.8
100710524,458045,455479.88,143842,149784.95,300943.5,302632.4
100710533,376481,381660.44,298173,298953.2,337327.0,340306.8
100710542,493676,504562.38,233342,233102.23,363509.0,368832.3
100710551,350996,352259.5,115601,119359.8,233298.5,235809.66
100710569,60013,60357.53,16346,16093.464,38179.5,38225.496
100710578,421354,419400.0,245976,256667.5,333665.0,338033.75
100710587,52491,53082.2,26706,27056.28,39598.5,40069.24
100710596,467150,468450.12,278685,298627.2,372917.5,383538.66
100710603,394449,403163.78,247421,255584.2,320935.0,329374.0
100710612,130728,128475.36,56990,59657.633,93859.0,94066.5
100710648,115931,117595.61,53706,55105.277,84818.5,86350.445
100710657,158732,158419.95,40177,39344.965,99454.5,98882.46
100710675,26280,26058.273,8331,8453.537,17305.5,17255.906
100710684,29333,29544.758,8953,8650.672,19143.0,19097.715
100710693,291623,294811.06,164319,168685.48,227971.0,231748.28
100710745,210777,208518.62,26738,26358.06,118757.5,117438.34
100710754,12772,12687.738,8287,8311.682,10529.5,10499.71
100710815,9999,10494.744,1107,1065.7043,5553.0,5780.224
100710824,119771,120309.84,50543,52776.605,85157.0,86543.23
100710833,86680,87118.6,47008,49278.316,66844.0,68198.46
100710851,219435,222605.08,77069,74721.72,148252.0,148663.4
100710869,23320,22596.375,4437,4251.226,13878.5,13423.801
100710878,54877,55194.32,6919,6947.261,30898.0,31070.791
100711019,346650,348164.8,215258,226996.23,280954.0,287580.53
100711037,118753,118577.96,12326,12339.736,65539.5,65458.848
100711046,34200,34182.16,7331,6927.4697,20765.5,20554.814
100711055,220974,226515.28,87325,87355.13,154149.5,156935.2
100711064,1297653,1243888.1,1297653,1223233.1,1297653.0,1233560.6
100711082,397033,401798.88,78282,79296.734,237657.5,240547.81
100711091,37164,37122.63,7023,6943.909,22093.5,22033.27
100711107,205131,207200.98,115732,121235.18,160431.5,164218.08
100711116,502972,511050.22,91514,88522.36,297243.0,299786.28
100711125,174102,177938.19,62775,65260.33,118438.5,121599.26
100711134,61582,61683.21,13220,13549.106,37401.0,37616.16
100711161,336280,336634.84,272060,275111.06,304170.0,305872.94
100711179,167676,169605.92,124307,128546.94,145991.5,149076.44
100711188,558056,573473.7,234197,242908.69,396126.5,408191.2
100711197,260343,263134.12,79665,79387.54,170004.0,171260.83
100711204,36824,36064.62,23151,23303.555,29987.5,29684.088
100790319,5004,5295.5854,608,695.03613,2806.0,2995.3108
100790320,164273,165227.28,85672,90692.52,124972.5,127959.91
100790323,262879,269365.22,142588,146508.98,202733.5,207937.1
100790327,396476,393219.9,67836,68392.02,232156.0,230805.97
100790329,480760,490746.7,226034,234860.16,353397.0,362803.44
100790330,214913,213537.23,166013,170155.45,190463.0,191846.34
100790413,144576,143123.81,7928,7200.0547,76252.0,75161.94
100790414,566478,577288.4,241264,243172.45,403871.0,410230.4
100790417,28183,28994.188,14458,13950.57,21320.5,21472.379
100790418,391429,393918.4,135744,143916.03,263586.5,268917.22
100790419,48248,49004.85,24461,24708.865,36354.5,36856.86
100790469,545799,552255.25,255857,259507.34,400828.0,405881.3
100790471,1100689,1082222.6,1100689,1059610.8,1100689.0,1070916.8
100790475,327799,331952.9,129022,129990.914,228410.5,230971.9
100790478,117443,116055.66,73400,71821.18,95421.5,93938.42
100790530,329992,332243.34,78120,77202.42,204056.0,204722.88
100790531,219892,220083.4,129864,135688.67,174878.0,177886.03
100810011,884626,904294.5,212774,212325.73,548700.0,558310.1
100810092,544942,551378.5,449440,449417.1,497191.0,500397.8
100810135,124798,124343.13,70287,68500.71,97542.5,96421.92
100810144,141030,141634.14,47239,51776.676,94134.5,96705.41
100810162,471239,466254.16,311167,326716.38,391203.0,396485.25
100810171,491934,498890.0,128552,125665.69,310243.0,312277.84
100810205,156548,160646.23,32481,32031.766,94514.5,96339.0
100810268,1005938,1022516.3,318568,335011.1,662253.0,678763.7
100810286,355146,360939.62,165560,168299.98,260353.0,264619.8
100810347,24036,24293.246,960,907.418,12498.0,12600.332
100810356,1138867,1152726.8,673165,692093.2,906016.0,922410.0
100810365,1054650,1052903.0,381378,385680.16,718014.0,719291.56
100810374,220719,224332.38,150457,155981.11,185588.0,190156.75
100810383,252644,252775.95,169660,178990.86,211152.0,215883.4
100810408,157417,157138.39,63575,67287.336,110496.0,112212.86
100810426,619279,603452.25,29270,28154.035,324274.5,315803.16
100810435,955979,969624.44,373245,384376.62,664612.0,677000.5
100810462,49371,48998.684,14568,14729.357,31969.5,31864.02
100810471,1101201,1120736.8,241342,255274.34,671271.5,688005.56
100810498,876953,884891.2,287654,303626.56,582303.5,594258.9
100810505,185724,189095.9,61580,65183.26,123652.0,127139.586
100810514,688025,703610.5,106769,112899.49,397397.0,408255.0
100810532,883174,877771.3,491008,466929.66,687091.0,672350.5
100810541,25654,25542.254,10775,10861.914,18214.5,18202.084
100890057,518745,529643.94,313719,329549.34,416232.0,429596.62
100890059,783585,796662.94,316255,326216.97,549920.0,561439.94
100890060,74438,73502.17,54776,51052.996,64607.0,62277.586
100890063,41576,41232.785,15124,14958.359,28350.0,28095.572
100890064,9932,9849.469,4480,4443.78,7206.0,7146.624
100890073,636366,636705.56,333743,328777.72,485054.5,482741.62
100910037,23201,24093.799,9977,9865.142,16589.0,16979.47
100910046,120042,120157.336,89213,87550.375,104627.5,103853.86
100910055,127846,125297.58,7501,6797.791,67673.5,66047.69
100910064,45702,46306.984,26483,27132.172,36092.5,36719.58
100910082,151974,154709.84,81990,86017.29,116982.0,120363.56
100910143,404376,410019.56,239488,245085.53,321932.0,327552.56
100910152,637816,634191.25,404487,417351.56,521151.5,525771.4
100910204,458677,453413.88,31943,33212.96,245310.0,243313.42
100910231,20960,20396.512,11855,11645.373,16407.5,16020.942
100910249,326190,330781.75,171566,174483.72,248878.0,252632.73
100910258,595089,592432.6,284799,289849.28,439944.0,441140.94
100910267,531371,525334.8,72000,75539.61,301685.5,300437.22
100910285,24130,24253.613,10322,10029.891,17226.0,17141.752
100990022,1106253,1122608.8,262645,266584.72,684449.0,694596.75
100990029,232661,236962.38,183840,189483.66,208250.5,213223.02
100990030,189328,190879.31,111700,114791.98,150514.0,152835.64
100990034,322530,318782.34,190416,196415.39,256473.0,257598.88
100990038,965634,965555.94,396893,406007.84,681263.5,685781.9
100990046,554317,565330.6,224693,226056.48,389505.0,395693.56
101010016,46682,48115.65,35796,35628.402,41239.0,41872.023
101010025,497159,515153.25,218764,223848.33,357961.5,369500.78
101010034,476622,474618.47,244933,251795.03,360777.5,363206.75
101010043,158823,160688.98,55041,58581.953,106932.0,109635.47
101010052,281996,284428.56,137006,134082.39,209501.0,209255.47
101010061,64165,62906.54,13306,13761.334,38735.5,38333.938
101010079,56879,56669.67,15991,15847.6455,36435.0,36258.66
101010088,24933,24981.236,13167,13322.795,19050.0,19152.016
101010097,253160,256100.0,175439,179900.27,214299.5,218000.12
101010104,29271,28790.256,10669,10407.158,19970.0,19598.707
101010113,180713,180756.02,55162,55454.758,117937.5,118105.39
101010122,7611,7211.691,3517,3379.085,5564.0,5295.3877
101010131,55173,54730.797,19083,18710.258,37128.0,36720.527
101010167,9776,9774.956,3870,4055.3225,6823.0,6915.139
101010176,67604,67491.7,16103,15798.072,41853.5,41644.887
101010185,51136,50595.242,16247,15917.37,33691.5,33256.305
101010255,19038,19088.988,3210,3219.391,11124.0,11154.189
101010264,373636,373908.12,136697,135929.58,255166.5,254918.84
101010273,256879,256483.5,65706,64285.137,161292.5,160384.31
101010282,148735,150756.17,64559,64807.01,106647.0,107781.59
101010291,728583,727058.94,149012,146789.25,438797.5,436924.1
101010307,208479,208821.11,90037,88102.766,149258.0,148461.94
101010316,113360,113773.805,41346,41083.86,77353.0,77428.83
101010325,286613,291992.25,126435,124894.82,206524.0,208443.53
101010343,116610,115189.4,18975,18964.287,67792.5,67076.84
101010352,94742,94356.71,8637,8685.512,51689.5,51521.11
101010361,77050,77174.3,3086,3232.9329,40068.0,40203.613
101010722,1168605,1173295.0,100385,89043.25,634495.0,631169.1
101010731,1051636,1026501.7,77364,73422.375,564500.0,549962.0
101010758,1082421,1065936.2,26286,27144.543,554353.5,546540.4
101010767,878299,850531.44,51910,50356.91,465104.5,450444.2
101010776,71123,69138.66,38221,37838.258,54672.0,53488.457
101010801,915473,918932.9,98983,90507.445,507228.0,504720.16
101010819,655014,659476.6,72612,67839.86,363813.0,363658.25
101010828,270177,272814.5,17099,17117.879,143638.0,144966.19
101010837,1089827,1052312.6,44704,44594.195,567265.5,548453.44
101010855,592977,596158.5,295023,298579.34,444000.0,447368.94
101010907,26159,25586.018,12571,12469.544,19365.0,19027.781
101010916,209999,218550.28,6617,6610.697,108308.0,112580.49
101010997,64101,66115.24,52873,53368.49,58487.0,59741.867
101011005,270843,273657.72,83533,82156.695,177188.0,177907.2
101011014,14688,14833.978,3734,3810.7727,9211.0,9322.375
101011023,27028,26467.209,12930,12982.104,19979.0,19724.656
101011129,217274,212016.34,217274,206355.6,217274.0,209185.97
101011165,618484,625264.1,618484,613758.94,618484.0,619511.5
101011192,1005688,967660.5,15533,15074.854,510610.5,491367.7
101011208,413032,410727.53,82176,79609.0,247604.0,245168.27
101011226,451065,450346.4,50647,49508.05,250856.0,249927.23
101011235,481646,484386.3,70570,73021.55,276108.0,278703.94
101011305,3626,3569.3264,485,468.48737,2055.5,2018.9069
101011323,939034,915710.9,18514,18702.39,478774.0,467206.62
101090535,199097,197910.22,102994,106885.125,151045.5,152397.67
101090538,1004432,987527.25,61937,64474.49,533184.5,526000.9
101090547,925470,935856.0,97886,95261.24,511678.0,515558.62
101090550,1075710,1071043.4,23279,21553.28,549494.5,546298.3
101090552,1182567,1186115.0,195803,199634.67,689185.0,692874.8
101090553,1202808,1211732.6,381204,382234.88,792006.0,796983.75
101090554,923565,916410.6,245053,245909.19,584309.0,581159.9
101090555,836180,837245.4,26323,27352.727,431251.5,432299.06
101110015,19601,20022.791,5050,5241.597,12325.5,12632.194
101110024,10953,11027.173,7370,7545.4824,9161.5,9286.328
101110033,389781,394850.03,96651,97271.12,243216.0,246060.58
101110042,60117,61236.28,23898,23982.678,42007.5,42609.48
101110051,215201,219929.61,114766,117301.805,164983.5,168615.7
101110069,289555,290277.22,117448,125276.31,203501.5,207776.77
101110087,54960,56156.633,2807,2779.821,28883.5,29468.227
