DEPARTMENT_ID,PREDICTED_LAST_RANK,PREDICTED_FIRST_RANK,Mean_Predicted
104110387,10389.98,1672.5667,6031.2734
104110624,24263.562,11676.647,17970.105
104110633,38979.844,23789.568,31384.707
104110642,46356.426,32481.734,39419.08
104110651,127922.984,81000.52,104461.75
104110669,91308.266,69073.94,80191.1
104110678,56030.008,37024.758,46527.383
104110687,78987.2,29341.264,54164.234
104110696,305401.25,140372.39,222886.81
104110836,5298.506,2288.6584,3793.582
104111216,7840.8037,1183.7937,4512.299
104111234,5506.0312,3108.3845,4307.208
104111243,114249.5,69722.07,91985.78
104111252,128039.55,89078.24,108558.89
104111261,140581.92,81057.625,110819.77
104111279,277181.28,138612.42,207896.84
104111288,126033.19,77954.77,101993.984
104111297,54800.574,38644.523,46722.547
104111304,281400.25,128702.234,205051.25
104111313,117584.73,68226.49,92905.61
104111322,246221.77,131793.8,189007.78
104111349,142820.03,77254.05,110037.04
104111358,262801.84,150564.5,206683.17
104111367,166955.7,101981.5,134468.6
104111376,281508.16,162600.2,222054.19
104111694,36873.305,25428.066,31150.686
104111701,119278.44,58447.906,88863.17
104111719,365990.97,131618.58,248804.78
104111852,146514.56,75815.52,111165.05
104111861,278541.47,133926.47,206233.97
104111976,19393.736,20590.24,19991.988
104112029,543734.8,542755.6,543245.25
104112065,70967.03,45831.863,58399.445
104112074,22648.846,9706.375,16177.61
104112083,96587.984,68566.79,82577.39
104112092,38848.984,22246.713,30547.848
104112108,31817.816,22036.055,26926.936
104112153,5295.535,785.42444,3040.4797
104190334,233818.27,143975.47,188896.88
104190489,162667.98,64626.484,113647.234
104190551,212478.27,122307.88,167393.08
104190552,296536.2,114564.71,205550.45
104210014,691550.9,159560.78,425555.8
104210023,409291.72,203111.97,306201.84
104210032,31658.03,11796.015,21727.021
104210041,293128.38,115775.97,204452.17
104210068,240256.89,5773.7383,123015.31
104210077,159758.27,12665.516,86211.89
104210086,25503.283,3253.3708,14378.327
104210095,82390.91,48183.105,65287.008
104210102,595419.9,185313.8,390366.84
104210111,497702.47,126613.38,312157.94
104210129,120692.87,56578.895,88635.88
104210138,147972.58,71802.35,109887.47
104210156,300137.56,183704.11,241920.84
104210165,295207.75,78834.29,187021.02
104210174,207731.23,100095.91,153913.56
104210183,273969.25,113553.54,193761.39
104210192,15507.243,2476.9124,8992.078
104210314,89792.14,17774.236,53783.188
104210323,33215.05,23697.246,28456.148
104210332,466328.88,144390.45,305359.66
104210341,113968.19,22111.0,68039.59
104210359,1048053.2,449067.5,748560.4
104210386,214999.1,120723.836,167861.47
104210395,140064.03,52026.99,96045.51
104210402,20743.37,12385.166,16564.268
104210429,210436.84,79818.664,145127.75
104210447,55175.164,375.64496,27775.404
104210456,36703.316,1711.0985,19207.207
104210474,132304.72,56776.457,94540.586
104210483,423906.94,22084.277,222995.61
104210492,81087.86,33711.594,57399.727
104210508,18352.865,3834.665,11093.766
104210517,114394.836,3610.4995,59002.668
104210571,836391.44,261987.81,549189.6
104210614,184347.67,22350.814,103349.24
104210623,41023.016,10578.265,25800.64
104210632,725392.56,105482.71,415437.62
104210641,287021.0,249756.45,268388.72
104290139,285756.72,102106.75,193931.73
104290190,395811.06,98971.08,247391.06
104290191,471157.66,124879.09,298018.38
104290223,287417.62,23771.355,155594.48
104290224,517474.4,211174.06,364324.25
104290228,78535.77,47946.895,63241.336
104290229,337449.66,231861.98,284655.8
104290230,458874.97,283722.53,371298.75
104290283,473202.47,167094.77,320148.62
104290285,641693.8,373861.06,507777.44
104310031,166418.72,56445.02,111431.87
104310049,134082.39,41633.062,87857.73
104310058,105683.09,36950.117,71316.61
104310067,541712.56,371153.34,456432.94
104310085,433271.94,287932.3,360602.12
104310094,391219.47,211621.62,301420.56
104310101,595319.4,38868.996,317094.2
104310119,463516.94,82966.98,273241.97
104310128,901747.1,361526.3,631636.75
104310137,844568.75,296613.4,570591.06
104310146,967415.06,258270.4,612842.75
104310164,24925.264,6789.3413,15857.303
104310261,958307.8,313500.25,635904.0
104310288,508128.03,344148.6,426138.3
104310297,421926.22,250982.55,336454.38
104310304,605937.75,228385.08,417161.4
104310322,606858.44,320186.62,463522.53
104310331,581098.56,433239.28,507168.94
104310358,477820.72,383598.44,430709.56
104310385,835036.56,80346.1,457691.34
104310401,43111.03,5816.3276,24463.68
104310446,996845.6,250081.08,623463.4
104310455,296098.44,135027.1,215562.77
104310473,447077.06,337307.47,392192.25
104310491,39170.383,27737.973,33454.18
104310552,904796.56,452273.75,678535.1
104310561,753492.4,203356.38,478424.38
104310579,477430.38,114455.945,295943.16
104310597,44175.05,14969.491,29572.271
104310604,29378.111,4244.3945,16811.254
104310613,238245.6,199241.34,218743.47
104310622,191548.56,80870.62,136209.6
104310631,201516.72,82618.54,142067.62
104310658,871692.44,483054.03,677373.25
104390075,806023.75,308015.6,557019.7
104390076,313084.34,205953.33,259518.84
104390077,459202.44,275275.88,367239.16
104390094,175023.2,85653.83,130338.516
104390116,1008729.8,203012.81,605871.3
104390117,25852.84,9273.324,17563.082
104390118,13148.832,1343.1537,7245.9927
104390119,323969.88,148793.89,236381.88
104390120,621885.7,17682.072,319783.88
104390158,206517.42,161373.92,183945.67
104390159,669643.44,244160.3,456901.88
104390160,49987.33,10831.892,30409.61
104390161,877999.06,61059.176,469529.12
104390163,1330089.6,283501.3,806795.5
104410048,46840.473,21271.773,34056.125
104410057,128560.914,60489.38,94525.15
104410066,115175.78,64286.117,89730.95
104410075,242482.34,98505.055,170493.7
104410109,196646.67,131469.3,164057.98
104410118,209340.94,81991.305,145666.12
104410127,160064.95,84335.92,122200.44
104410136,70998.71,35689.105,53343.906
104410145,284361.03,122042.45,203201.75
104410154,331134.94,198301.11,264718.03
104410163,91888.05,61547.527,76717.79
104410172,282022.2,177877.97,229950.08
104410181,79058.125,45749.41,62403.766
104410199,48847.7,23729.656,36288.68
104410206,134748.97,83165.58,108957.27
104410207,13538.6045,6513.93,10026.268
104410208,148866.0,86939.91,117902.95
104410209,33389.45,18622.723,26006.086
104410210,18850.27,8167.0083,13508.639
104510029,29048.133,5270.701,17159.418
104510038,160636.89,45566.18,103101.53
104510047,137616.5,85528.61,111572.555
104510056,103200.08,32885.043,68042.56
104510065,43035.04,10130.667,26582.854
104510074,461794.4,316534.5,389164.44
104510108,520343.2,38425.195,279384.2
104510117,366368.8,27347.744,196858.28
104510126,886588.2,346082.9,616335.56
104510153,792877.7,338333.9,565605.8
104510162,382777.3,15616.629,199196.97
104510189,25813.717,16138.822,20976.27
104510198,375044.84,224583.47,299814.16
104510205,198162.92,121221.66,159692.28
104510214,236325.73,189597.55,212961.64
104510259,1142085.1,658736.75,900410.94
104510268,847486.25,436088.75,641787.5
104510311,719368.0,174261.05,446814.53
104510365,871196.3,320106.62,595651.5
104510374,786877.06,186701.53,486789.3
104510383,807201.44,228171.52,517686.47
104510392,293027.47,172729.73,232878.6
104510435,41517.72,17745.73,29631.725
104590096,293981.12,200246.0,247113.56
104590099,756961.75,127592.31,442277.03
104590122,13408.943,1341.2393,7375.0913
104590123,1334397.9,708413.9,1021405.9
104590124,186906.77,85459.875,136183.31
104590125,155911.81,22368.3,89140.055
104590128,938438.0,371104.12,654771.06
104590129,972547.2,503061.88,737804.5
104590131,982816.44,457843.8,720330.1
104590136,1065248.2,639220.75,852234.5
104590158,43203.848,34269.15,38736.5
104590159,24984.906,10255.924,17620.414
104710063,821235.56,189005.94,505120.75
104710151,730989.2,205746.03,468367.62
104710196,603158.8,91297.555,347228.2
104710203,762353.2,47977.176,405165.2
104710248,527896.1,64053.016,295974.56
104710266,1024423.5,518782.88,771603.2
104710275,1121091.6,473408.75,797250.2
104710309,1180849.8,761871.3,971360.5
104710327,1047179.94,641099.9,844139.9
104710336,555597.56,417604.38,486600.97
104710345,336522.2,250072.02,293297.1
104710354,207961.56,163431.16,185696.36
104710363,585535.0,366147.34,475841.2
104710372,808800.4,230304.12,519552.25
104710381,673427.7,333232.75,503330.22
104790017,530350.56,299734.8,415042.7
104790030,408136.8,240789.98,324463.4
104790031,78980.58,47865.89,63423.234
104790032,890113.4,285477.25,587795.3
104790034,1236671.8,707728.44,972200.1
104790041,158788.72,84730.47,121759.59
104790059,662025.56,255181.61,458603.6
104790060,177719.92,36262.453,106991.19
104790061,684080.3,361828.8,522954.56
104790068,870199.06,448187.44,659193.25
104790070,182598.81,113350.234,147974.53
104810017,16440.115,2966.5613,9703.338
104810026,34360.52,5526.025,19943.271
104810035,17672.008,4535.506,11103.757
104810044,8921.05,4229.7915,6575.421
104810053,339479.34,58919.867,199199.61
104810062,297070.6,105372.414,201221.5
104810071,265116.75,70955.055,168035.9
104810089,16053.668,2795.7385,9424.703
104810098,8195.302,2522.8396,5359.071
104810105,6109.302,1271.9814,3690.6416
104810141,6379.968,1812.0697,4096.0186
104810159,76779.49,3745.0793,40262.285
104810168,159439.7,43064.598,101252.15
104810177,12094.088,1437.8004,6765.9443
104810186,24902.643,1030.1174,12966.38
104810195,194861.22,16413.059,105637.14
104810202,64078.555,11303.987,37691.27
104810211,213865.56,101948.93,157907.25
104810229,208426.77,106285.91,157356.34
104810247,148038.77,84949.49,116494.125
104810256,21935.785,8544.521,15240.153
104810265,57223.46,35754.246,46488.85
104810274,5064.2896,2084.3044,3574.2969
104810283,154203.12,96291.65,125247.39
104810292,49835.67,33415.094,41625.383
104810308,5167.4756,973.83704,3070.6562
104810317,31242.494,4237.9536,17740.225
104810326,57693.125,4551.22,31122.172
104810335,271538.47,110889.305,191213.89
104810344,148544.36,45993.434,97268.9
104810353,118719.29,52148.645,85433.97
104810362,164065.03,68549.266,116307.15
104810371,84888.516,27629.275,56258.895
104810389,70201.8,9743.393,39972.594
104810398,433359.12,152400.92,292880.03
104810405,86669.37,25491.148,56080.258
104810414,45345.523,5716.0864,25530.805
104810432,33811.797,4973.6187,19392.707
104810441,133058.36,45551.496,89304.93
104810468,57726.863,22851.824,40289.344
104810486,41346.23,5887.343,23616.787
104810511,9052.982,2753.1592,5903.071
104810529,20044.86,6960.334,13502.597
104810538,111989.805,35548.98,73769.39
104810547,108038.58,62142.05,85090.31
104810556,243271.73,167351.2,205311.47
104810565,207001.7,107435.86,157218.78
104810574,47672.773,19987.934,33830.35
104810583,151546.83,70817.34,111182.086
104810592,76345.19,35802.664,56073.926
104810617,1810.9617,87.35955,949.1606
104810626,1123.7281,9.794898,566.76154
104810705,76131.94,38275.46,57203.7
104810714,91177.13,39202.598,65189.867
104810723,134507.6,53318.176,93912.88
104810732,71415.81,39406.74,55411.273
104810741,129114.195,53888.633,91501.414
104810759,5086.351,1334.0486,3210.1997
104810786,145501.42,70478.85,107990.14
104810802,53564.703,31545.732,42555.22
104810811,129302.36,77447.02,103374.69
104810829,81208.74,46213.67,63711.207
104810838,140834.2,27185.062,84009.63
104810917,4453.625,1660.239,3056.9321
104810971,5150.9204,664.31036,2907.6155
104810989,193544.2,76586.35,135065.28
104811033,2315.4514,402.57367,1359.0126
104811042,227730.42,77583.195,152656.81
104890263,449351.97,441904.7,445628.3
104890265,429964.94,97003.945,263484.44
104890266,32398.604,2395.0415,17396.822
104890268,22138.621,8465.446,15302.033
104890383,6459.286,3356.0066,4907.6465
104890457,10423.549,2677.7754,6550.662
104890458,10081.557,3276.1282,6678.8423
104890460,4091.1895,1027.5997,2559.3945
104910034,152064.69,87048.67,119556.68
104910043,50808.098,13082.271,31945.184
104910079,72690.6,44048.97,58369.785
104910122,681462.7,60369.45,370916.06
104910149,1126674.8,226564.33,676619.56
104910158,1396011.9,290667.56,843339.75
104970164,1474298.2,871414.0,1172856.1
104970176,33058.082,24199.27,28628.676
104970177,208590.83,64056.13,136323.48
104970178,1059485.4,318534.97,689010.2
105010013,443186.03,257241.9,350213.97
105010022,271307.8,35500.43,153404.12
105010058,322415.5,121827.555,222121.53
105010067,387561.7,15350.793,201456.23
105010076,206180.7,20132.686,113156.695
105010085,836776.8,291453.1,564114.94
105010094,799056.7,315628.7,557342.7
105010101,844650.94,285643.1,565147.0
105010155,244344.78,106681.04,175512.9
105010164,24044.17,6368.489,15206.329
105010173,167487.72,88708.54,128098.125
105010252,107121.77,26624.553,66873.164
105010261,485455.5,270433.9,377944.7
105010279,362483.28,189588.14,276035.72
105010288,577879.44,203511.58,390695.5
105010304,461006.75,224384.38,342695.56
105010349,737645.5,231535.39,484590.44
105010358,866204.9,190621.55,528413.2
105010376,207849.55,6754.1333,107301.84
105010385,677688.2,172246.61,424967.4
105010419,155192.78,60196.285,107694.53
105010428,951403.5,281527.22,616465.4
105090088,39341.625,27230.342,33285.984
105090091,25393.0,10615.711,18004.355
105090092,111561.71,56195.043,83878.375
105090099,422212.4,269881.03,346046.72
105090136,582256.3,356982.62,469619.47
105090169,18643.906,1122.143,9883.024
105090171,757031.75,164830.36,460931.06
105090173,633442.94,367159.66,500301.3
105090174,745391.0,359232.9,552311.94
105110021,514341.3,75862.18,295101.75
105110048,972460.94,340425.03,656443.0
105110066,957066.6,278482.5,617774.56
105110075,1013809.44,354932.25,684370.9
105110084,369564.97,8866.177,189215.58
105110118,198609.8,94161.1,146385.45
105110136,25406.71,12707.26,19056.984
105110145,646011.06,31052.232,338531.66
105110163,989642.9,319756.7,654699.75
105110215,1266294.4,456561.47,861427.94
105110224,457153.12,300499.0,378826.06
105110242,297382.97,194261.14,245822.06
105110251,296944.84,135458.92,216201.88
105190060,1005635.0,156781.1,581208.06
105190071,706554.4,237136.9,471845.62
105190083,268560.8,195878.14,232219.47
105190092,424779.03,172782.12,298780.56
105190093,857816.44,271708.9,564762.7
105190094,1000256.7,539443.2,769849.94
105190095,978126.25,490873.06,734499.6
105190097,207971.69,83732.86,145852.28
105190116,535866.3,217631.8,376749.06
105190118,342440.28,153879.64,248159.97
105190119,589854.0,285119.47,437486.75
105210029,547721.4,71520.02,309620.7
105210108,894097.56,286738.66,590418.1
105210153,467644.9,234286.34,350965.62
105290021,776087.06,59677.324,417882.2
105290037,1155486.0,473211.06,814348.5
105290039,286284.53,51530.76,168907.64
105290041,701452.44,139101.06,420276.75
105290042,59096.234,22133.006,40614.62
105290046,847066.9,322548.66,584807.75
105290047,830367.06,474045.78,652206.44
105290048,961211.2,412806.84,687009.0
105290068,897158.8,266700.4,581929.6
105290070,1351699.1,621096.25,986397.7
105290076,209398.23,147341.0,178369.62
105290080,1038827.6,463511.2,751169.4
105290082,439302.88,202961.31,321132.1
105290083,382770.72,295904.25,339337.5
105290102,793575.2,255711.95,524643.56
105310019,50927.633,32460.336,41693.984
105310046,96395.48,48534.58,72465.03
105310055,21297.94,6855.7817,14076.86
105310064,19754.113,4579.1553,12166.635
105310073,125502.56,30572.867,78037.72
105310082,97277.98,33603.133,65440.555
105310091,70504.26,18350.502,44427.38
105310107,29978.627,5127.2,17552.914
105310143,444682.62,227893.58,336288.1
105310152,456406.9,306615.25,381511.06
105310161,425622.88,315888.25,370755.56
105310179,342762.75,116510.78,229636.77
105310188,742499.2,275559.56,509029.38
105310197,389445.7,13633.207,201539.45
105310204,222796.42,48023.594,135410.0
105310213,1041497.06,246650.44,644073.75
105310222,857407.5,276237.62,566822.56
105310231,729711.06,190869.84,460290.44
105310249,644357.75,110469.31,377413.53
105310258,256462.22,106576.7,181519.47
105310301,21129.973,13286.453,17208.213
105310416,35640.605,23898.04,29769.322
105310425,147888.2,55570.645,101729.42
105310443,937444.25,270820.28,604132.25
105310461,40455.965,5905.7285,23180.848
105310479,34725.93,15846.814,25286.371
105310488,520214.16,307306.44,413760.3
105310504,554917.6,68843.95,311880.78
105310567,17174.771,2264.4912,9719.631
105310585,800089.94,282856.66,541473.3
105310594,169711.4,15342.436,92526.92
105310601,849606.44,200680.55,525143.5
105310682,310610.56,152371.28,231490.92
105310716,690583.4,70646.55,380614.97
105310734,7829.7505,937.7831,4383.7666
105310743,583200.5,161885.67,372543.1
105310752,219662.34,143225.81,181444.08
105310761,287773.38,139526.89,213650.12
105310779,145298.97,49477.277,97388.125
105310788,305899.7,190309.84,248104.77
105310797,239118.55,156291.28,197704.9
105310804,596131.25,210658.72,403395.0
105390281,957949.6,381285.0,669617.3
105390298,848861.4,242958.5,545909.94
105390340,256288.12,61490.09,158889.11
105390394,538453.8,233766.98,386110.4
105390398,120392.37,61213.977,90803.17
105410018,391266.88,122050.26,256658.56
105410027,59018.625,20256.373,39637.5
105410036,68650.21,23978.127,46314.168
105410045,219859.56,103813.48,161836.52
105410054,214588.17,134433.47,174510.81
105410063,10028.446,5106.8125,7567.6294
105410081,75197.26,50607.406,62902.332
105410099,206405.97,81220.05,143813.0
105410106,259453.89,149344.36,204399.12
105410115,16135.391,7773.8887,11954.64
105410124,206358.94,142440.52,174399.72
105410133,180825.5,53968.246,117396.875
105410142,437814.75,99949.58,268882.16
105410151,138802.9,113708.07,126255.484
105410169,402902.44,263550.28,333226.38
105410178,230992.39,146940.8,188966.6
105410187,102232.836,69950.914,86091.875
105410203,51047.887,13134.042,32090.965
105410212,47248.164,5454.589,26351.377
105410239,11776.545,5591.9385,8684.242
105410248,90529.72,56734.24,73631.98
105410257,360758.6,166428.72,263593.66
105410266,330235.8,186015.5,258125.66
105410275,38235.62,3379.33,20807.477
105490020,126417.914,87286.26,106852.086
105490021,163752.86,117528.11,140640.48
105490022,95012.734,27254.012,61133.375
105490023,16881.545,7525.0566,12203.301
105490024,21193.932,6133.7847,13663.858
105490025,46415.44,25992.25,36203.844
105490026,75391.35,50508.992,62950.17
105490027,264414.03,190231.64,227322.84
105490028,154319.2,85991.86,120155.53
105490030,30136.145,25876.447,28006.297
105490031,184824.2,86105.84,135465.03
105490033,187071.36,113463.26,150267.31
105490062,19086.84,8027.333,13557.086
105490101,248806.0,179452.34,214129.17
105490102,165612.05,99757.88,132684.97
105490103,173100.12,97077.055,135088.6
105510017,64179.71,19920.81,42050.26
105510026,274753.97,121863.0,198308.48
105510035,47058.168,49656.055,48357.11
105510044,57588.9,19340.762,38464.83
105510053,280257.2,174961.78,227609.48
105510062,84241.555,89314.05,86777.8
105510089,86132.45,23691.598,54912.023
105510098,13399.841,8734.101,11066.971
105510141,28720.709,12736.465,20728.586
105510159,57204.363,26474.303,41839.332
105510168,9524.602,4027.6382,6776.12
105510195,28082.836,7545.677,17814.256
105510229,72653.38,36722.19,54687.79
105510247,58704.656,24598.473,41651.562
105510292,5751.126,2406.0647,4078.5952
105510317,128477.2,9513.099,68995.15
105510326,4197.692,4741.317,4469.5044
105510353,58078.566,25566.186,41822.375
105510362,22459.514,11067.855,16763.684
105510371,25463.498,13510.652,19487.074
105510389,127319.79,58589.66,92954.73
105510398,122713.65,62515.645,92614.65
105510405,110089.96,42793.85,76441.91
105510414,92533.17,36704.543,64618.86
105510441,11473.465,1728.4097,6600.9375
105510468,72914.1,44659.184,58786.64
105510477,38682.797,1042.7665,19862.781
105510495,136023.72,77216.266,106619.99
105510538,4853.5137,158.48288,2505.9983
105510565,4683.967,846.55145,2765.259
105510574,57888.562,33499.586,45694.074
105510608,1294.0061,5.3975787,649.70184
105510617,10200.1045,4247.959,7224.0317
105510626,2538.5112,262.84283,1400.677
105510644,38934.59,20328.29,29631.44
105510662,4297.503,1683.112,2990.3076
105510689,9027.529,3783.2053,6405.367
105510732,22737.494,11271.722,17004.607
105510741,20916.758,10749.24,15832.999
105510777,64379.62,36046.055,50212.836
105510829,67853.12,38876.816,53364.97
105510865,27748.186,4312.8047,16030.495
105510874,116687.47,71237.32,93962.39
105510883,118191.95,49639.58,83915.766
105510892,44453.008,15425.023,29939.016
105510926,7095.3325,2749.0713,4922.202
105510962,91796.25,70520.734,81158.49
105510998,91750.305,69516.375,80633.34
105511024,92261.586,56482.93,74372.26
105511051,2689.5566,72.180374,1380.8685
105511078,68854.46,17360.504,43107.484
105590123,178330.28,143605.77,160968.03
105590125,83884.64,37292.137,60588.39
105590127,96528.13,60433.39,78480.766
105590131,46602.133,11883.948,29243.041
105590133,1891.9293,300.54782,1096.2385
105590136,131085.19,44255.383,87670.28
105590139,15023.828,12672.79,13848.309
105590142,185404.66,141839.61,163622.12
105590145,73679.31,10833.245,42256.277
105590148,33918.344,27363.607,30640.977
105590151,71499.3,53228.86,62364.08
105590153,76000.92,13813.459,44907.19
105610043,22212.58,4373.714,13293.146
105610052,40580.004,13317.154,26948.578
105610061,15253.275,448.71732,7850.9966
105610079,11598.519,5211.8584,8405.188
105610088,26538.842,4493.9907,15516.416
105610104,374775.28,100665.125,237720.2
105610113,77832.125,5327.301,41579.71
105610122,31352.217,6596.43,18974.324
105610131,39785.156,6901.972,23343.564
105610149,53867.152,5136.334,29501.742
105610158,276436.3,19275.629,147855.97
105610167,14918.88,3937.6753,9428.277
105610176,53499.508,17570.953,35535.23
105610185,7318.3745,2888.592,5103.4834
105610201,16709.062,4091.4314,10400.247
105610219,26089.258,5877.0977,15983.178
105610255,12179.247,1970.5043,7074.8755
105610264,17462.596,3004.3982,10233.497
105610273,39869.86,3337.4382,21603.648
105610282,168502.03,12600.838,90551.44
105610291,5374.215,570.7907,2972.5027
105610307,31291.875,3689.1162,17490.496
105610316,14937.331,555.754,7746.5425
105610325,76987.21,26070.877,51529.043
105610334,401174.0,72642.02,236908.02
105610343,274245.56,90779.234,182512.4
105610352,207098.66,91634.35,149366.5
105610379,135383.75,65934.72,100659.234
105610388,71426.1,39718.05,55572.08
105610501,5313.786,108.936775,2711.3616
105610519,259359.89,74670.08,167014.98
105610528,276570.8,114028.86,195299.84
105610537,153974.77,32647.205,93310.984
105610546,75949.266,9383.246,42666.258
105610555,123494.14,40223.324,81858.734
105610564,217240.1,102115.805,159677.95
105610573,125267.234,46310.516,85788.875
105610607,51934.14,3752.965,27843.553
105610616,51793.566,4455.473,28124.52
105610634,4186.4834,1352.1517,2769.3176
105610643,189801.61,40943.906,115372.76
105610652,53789.586,10848.858,32319.223
105610961,374959.38,31897.389,203428.38
105610988,493322.34,95655.25,294488.8
105611023,326757.2,7329.873,167043.53
105611041,411731.53,11535.371,211633.45
105611111,16044.285,3371.7563,9708.0205
105611147,112712.516,3899.2576,58305.887
105611156,444477.0,57979.895,251228.45
105611174,765387.3,34604.96,399996.12
105611183,547641.5,5041.127,276341.3
105611253,766883.0,96817.625,431850.3
105611262,36440.336,1176.0997,18808.219
105611271,20034.787,3947.8792,11991.333
105611289,671900.3,31483.996,351692.16
105611298,608101.1,30969.066,319535.1
105611305,466473.44,1626.3197,234049.88
105611314,744718.9,54962.465,399840.66
105611323,123237.19,38342.758,80789.97
105611332,90440.664,8945.018,49692.84
105611341,39427.49,13340.952,26384.22
105611465,451634.56,112118.05,281876.3
105611526,13364.538,3449.2373,8406.888
105611535,12340.313,2965.3362,7652.8247
105611589,2546.4734,274.82886,1410.6511
105611605,30561.848,10626.205,20594.027
105611614,24366.105,2042.8129,13204.459
105611623,34875.715,19561.031,27218.373
105611641,341229.53,115914.625,228572.08
105690481,727956.0,67171.414,397563.72
105690482,486563.25,102790.58,294676.9
105690483,542214.44,16036.192,279125.3
105690484,12042.855,4658.551,8350.703
105690485,19537.967,5465.0464,12501.507
105690584,77677.07,61298.277,69487.67
105690587,996.44464,258.36273,627.4037
105690591,750168.3,11794.079,380981.2
105690592,696505.0,34887.86,365696.44
105690593,502699.3,39363.28,271031.3
105690648,119584.375,66271.734,92928.055
105690649,232697.33,92858.13,162777.73
105690650,166277.05,49438.27,107857.66
105690655,418780.9,158269.1,288525.0
105690656,45192.133,13270.8,29231.467
105690657,72576.73,16996.877,44786.8
105690658,4997.601,2039.83,3518.7156
105690659,705754.94,52950.234,379352.6
105690660,198152.52,65979.76,132066.14
105690661,143931.55,96247.945,120089.75
105690663,835713.75,25531.05,430622.4
105690664,940442.2,167458.64,553950.44
105690744,13067.221,4434.0664,8750.644
105690745,157759.44,85896.21,121827.83
105690746,63036.2,16857.91,39947.055
105690747,291376.66,122795.836,207086.25
105690748,54818.715,39965.562,47392.14
105690750,45529.17,19840.191,32684.682
105690751,248228.4,165612.2,206920.31
105710015,11127.541,6662.807,8895.174
105710024,137529.0,64257.555,100893.28
105710033,521680.28,354965.44,438322.88
105710042,65918.37,47242.49,56580.43
105710051,99673.914,68150.41,83912.16
105710069,30052.71,25321.15,27686.93
105710087,226489.16,155286.64,190887.9
105710096,428509.28,294943.22,361726.25
105710103,159211.33,82991.12,121101.22
105710112,107074.375,61665.8,84370.086
105710121,363181.56,191348.45,277265.0
105710139,31685.365,11587.805,21636.586
105710193,154354.67,52478.074,103416.375
105710209,630193.4,282361.28,456277.3
105710218,209897.48,46271.047,128084.266
105710227,418276.4,186557.72,302417.06
105710263,142081.27,62151.0,102116.13
105710272,894738.2,392236.75,643487.5
105710281,147933.06,92996.83,120464.945
105710299,56403.152,21005.117,38704.133
105710315,222243.61,103559.836,162901.72
105710324,28197.379,21929.092,25063.234
105710333,203062.95,117392.12,160227.53
105710342,330455.1,154159.61,242307.34
105761027,44278.473,38603.93,41441.203
105761029,315543.8,185121.62,250332.72
105761031,174091.3,93941.53,134016.4
105761032,391696.22,259479.39,325587.8
105761066,43420.832,12746.126,28083.479
105761089,601175.3,242931.62,422053.47
105761090,296722.6,137203.72,216963.16
105761091,327955.7,97346.1,212650.89
105761092,196680.25,123989.9,160335.08
105761134,456760.06,245623.23,351191.66
105761135,437717.9,166593.23,302155.56
105761137,42157.27,19218.12,30687.695
105810014,137895.16,34614.203,86254.68
105810023,170560.98,73265.06,121913.02
105810032,43743.7,15982.249,29862.975
105810041,79615.45,37886.9,58751.176
105810059,264661.28,131209.39,197935.34
105810068,11441.174,2884.562,7162.868
105810077,28262.613,11968.474,20115.543
105810086,52761.71,23948.76,38355.234
105810095,38094.36,14396.365,26245.363
105810102,163428.83,68965.0,116196.914
105810111,141663.19,78193.56,109928.375
105810129,136096.52,73966.84,105031.68
105810147,237324.45,222835.53,230080.0
105810156,271869.1,279599.4,275734.25
105810157,69142.086,34098.87,51620.477
105810158,93992.7,55136.133,74564.42
105810159,78432.336,40353.387,59392.86
105810160,200830.83,94251.4,147541.11
105810161,101722.35,61369.406,81545.875
105810162,201326.16,107980.17,154653.16
105910022,30263.246,4955.0894,17609.168
105910031,148858.9,57511.184,103185.05
105910049,136856.88,47237.17,92047.02
105910058,48222.87,12681.241,30452.057
105910067,994205.3,270410.97,632308.1
105910119,53247.29,27193.62,40220.453
105910137,445785.78,258085.0,351935.38
105910146,101432.21,58300.6,79866.41
105910155,817637.7,105052.53,461345.12
105910164,654513.0,133418.08,393965.53
105910173,1370433.1,575713.8,973073.5
105910182,991858.56,581909.94,786884.25
105910191,1012005.0,357515.84,684760.44
105910207,26733.963,16106.731,21420.348
105910216,176293.17,71055.07,123674.125
105910288,185541.22,92148.42,138844.81
105910322,554541.5,15621.336,285081.4
105910385,1322783.0,554943.06,938863.0
105910401,101886.234,62555.004,82220.62
105910419,523757.53,339098.2,431427.88
105910428,238704.78,216255.55,227480.16
105910437,207675.38,95716.76,151696.06
105990101,1029675.44,283716.88,656696.1
105990102,570363.6,256044.33,413203.97
105990124,1049436.4,465907.03,757671.7
105990131,832528.6,290960.44,561744.5
105990139,42647.426,34052.496,38349.96
105990140,278585.84,73127.48,175856.66
105990152,1256327.4,393869.2,825098.25
105990153,1399549.8,577333.56,988441.6
105990154,964195.94,483637.12,723916.5
106010037,486332.7,229480.2,357906.44
106010046,342726.8,36226.71,189476.77
106010064,435042.38,266964.3,351003.34
106010073,337968.2,130681.15,234324.67
106010082,505993.06,17817.38,261905.22
106010091,289272.4,16893.93,153083.17
106010107,882300.0,317120.06,599710.0
106010116,783237.7,161167.05,472202.38
106010125,845920.56,290174.53,568047.56
106010161,507281.66,295075.2,401178.44
106010179,373578.06,179212.56,276395.3
106010188,23993.818,7973.019,15983.419
106010249,232488.38,135575.23,184031.81
