"DEPARTMENT_ID";"DEPARTMENT_NAME";"UNIVERSITY_TYPE";"UNIVERSITY_NAME";"UNIVERSITY_ID";"FACULTY_NAME";"SCORE_TYPE";"SCHOLARSHIP_TYPE";"GENERAL_CAPACITY";"SCHOOL_CAPACITY";"GENERAL_ENROLLMENT";"SCHOOL_ENROLLMENT";"SUM_CAPACITY";"SUM_ENROLLMENT";"FIELD_RATE";"LAST_SCORE_12";"LAST_RANK_12";"LAST_SCORE_18";"LAST_RANK_18"
100150705;"Ormancýlýk ve Orman Ürünleri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mudurnu Süreyya Astarcý Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"231,10309";"1.154.162";"231,36514";"1.455.500"
100150714;"Aðýz ve Diþ Saðlýðý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mehmet Tanrýkulu Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"61";"1";"62";"62";"";"295,02382";"509.755";"295,55788";"1.155.872"
100150723;"Týbbi Görüntüleme Teknikleri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mehmet Tanrýkulu Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"60";"2";"62";"62";"";"305,04189";"443.093";"304,99163";"1.278.707"
100150768;"Bankacýlýk ve Sigortacýlýk";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"Ücretsiz";"80";"2";"82";"---";"82";"82";"";"231,21769";"1.152.762";"231,78368";"1.398.734"
100150777;"Ýç Mekan Tasarýmý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"52";"52";"";"253,59032";"886.823";"253,49288";"1.161.468"
100150786;"Moda Tasarýmý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"52";"52";"";"210,54345";"1.429.186";"211,28957";"1.686.242"
100150802;"Ýþ Saðlýðý ve Güvenliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Seben Ýzzet Baysal Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"52";"52";"";"236,72161";"1.084.709";"237,10708";"1.414.794"
100150811;"Elektrik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"51";"1";"52";"52";"";"235,46206";"1.100.042";"235,48426";"1.526.996"
100150829;"Elektronik Teknolojisi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"227,14954";"1.205.162";"226,85489";"1.506.323"
100150838;"Sosyal Hizmetler";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Seben Ýzzet Baysal Meslek Yüksekokulu";"TYT";"Ücretsiz";"55";"2";"57";"---";"57";"57";"";"247,90752";"951.853";"247,60412";"1.260.831"
100150847;"Sosyal Güvenlik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Seben Ýzzet Baysal Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"206,53337";"1.485.737";"210,38021";"1.683.579"
100150856;"Posta Hizmetleri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"80";"2";"82";"---";"82";"82";"";"192,78661";"1.672.883";"---";"---"
100150865;"Grafik Tasarýmý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"52";"52";"";"256,42592";"855.431";"257,08873";"1.119.337"
100150874;"Çocuk Geliþimi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mehmet Tanrýkulu Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"70";"2";"71";"1";"72";"72";"";"270,06214";"716.169";"269,95564";"1.165.776"
100170118;"Turizm ve Otel Ýþletmeciliði (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"ÝÖ-Ücretli";"40";"1";"32";"---";"41";"32";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100170427;"Grafik Tasarýmý (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"ÝÖ-Ücretli";"50";"2";"52";"---";"52";"52";"";"230,17452";"1.166.034";"229,99769";"1.436.187"
100170445;"Muhasebe ve Vergi Uygulamalarý (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"ÝÖ-Ücretli";"50";"2";"48";"---";"52";"48";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100170515;"Bilgisayar Programcýlýðý (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"ÝÖ-Ücretli";"40";"1";"41";"---";"41";"41";"";"248,12914";"949.299";"249,58295";"1.219.867"
100170603;"Bankacýlýk ve Sigortacýlýk (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"ÝÖ-Ücretli";"60";"2";"62";"---";"62";"62";"";"208,07884";"1.463.859";"209,03622";"1.699.201"
100170612;"Ýç Mekan Tasarýmý (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"ÝÖ-Ücretli";"50";"2";"52";"---";"52";"52";"";"222,15117";"1.271.707";"221,99565";"1.583.144"
100190122;"Týbbi Dokümantasyon ve Sekreterlik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mehmet Tanrýkulu Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"25";"1";"26";"---";"26";"26";"";"283,71208";"596.082";"284,54649";"808.909"
100190147;"Ýþ Saðlýðý ve Güvenliði (KKTC Uyruklu)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Seben Ýzzet Baysal Meslek Yüksekokulu";"TYT";"Ücretsiz";"1";"---";"1";"---";"1";"1";"";"202,48640";"1.543.643";"---";"---"
100190150;"Laborant ve Veteriner Saðlýk";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mudurnu Süreyya Astarcý Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"267,94019";"736.506";"267,86268";"964.015"
100190152;"Tekstil Teknolojisi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"12";"---";"31";"12";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100190168;"Peyzaj ve Süs Bitkileri Yetiþtiriciliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"31";"31";"";"185,81511";"1.725.388";"220,18221";"1.725.388"
100190169;"Makine Resim ve Konstrüksiyonu";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"31";"31";"";"208,54206";"1.457.234";"207,83408";"1.692.582"
100190173;"Ýnsan Kaynaklarý Yönetimi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"217,00341";"1.340.681";"218,34094";"1.621.575"
100190174;"Saðlýk Kurumlarý Ýþletmeciliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"226,69659";"1.211.133";"226,59323";"1.516.685"
100190175;"Sivil Savunma ve Ýtfaiyecilik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"243,12686";"1.007.956";"246,35704";"1.272.674"
100250034;"Kooperatifçilik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"21";"---";"41";"21";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250043;"Mimari Dekoratif Sanatlar";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"190,53710";"1.695.331";"217,80791";"1.695.331"
100250052;"Mobilya ve Dekorasyon";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"25";"1";"11";"---";"26";"11";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250079;"Pazarlama";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"31";"31";"";"173,94543";"1.742.350";"198,06001";"1.742.350"
100250104;"Turizm ve Otel Ýþletmeciliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"52";"52";"";"200,96688";"1.565.702";"201,28617";"1.728.156"
100250194;"Harita ve Kadastro";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"219,71732";"1.304.465";"223,84896";"1.568.182"
100250228;"Tarla Bitkileri";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"31";"31";"";"195,92258";"1.635.257";"211,84824";"1.645.512"
100250246;"Çocuk Geliþimi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"70";"2";"70";"2";"72";"72";"";"267,32790";"742.418";"268,46776";"1.490.574"
100250255;"Bankacýlýk ve Sigortacýlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Besni Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"198,62238";"1.598.689";"209,60665";"1.680.070"
100250264;"Elektrik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"52";"52";"";"221,07051";"1.286.147";"221,05561";"1.611.675"
100250273;"Gýda Teknolojisi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"209,37122";"1.445.485";"212,02454";"1.676.853"
100250291;"Aþçýlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"52";"52";"";"243,37964";"1.004.967";"246,39253";"1.258.331"
100250307;"Bilgi Yönetimi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Besni Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"8";"---";"31";"8";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250352;"Sondaj Teknolojisi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"25";"1";"26";"---";"26";"26";"";"190,10814";"1.699.056";"221,83989";"1.699.056"
100250361;"Muhasebe ve Vergi Uygulamalarý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"204,88145";"1.509.269";"207,55206";"1.710.765"
100250379;"Muhasebe ve Vergi Uygulamalarý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Besni Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"29";"---";"31";"29";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250397;"Muhasebe ve Vergi Uygulamalarý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"25";"1";"16";"---";"26";"16";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250404;"Ýþletme Yönetimi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"194,16238";"1.657.095";"201,90300";"1.727.734"
100250413;"Ýþletme Yönetimi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Besni Meslek Yüksekokulu";"TYT";"Ücretsiz";"25";"1";"15";"---";"26";"15";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250431;"Ýnþaat Teknolojisi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"200,34615";"1.574.526";"207,86241";"1.704.572"
100250467;"Bilgisayar Programcýlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Besni Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"31";"31";"";"216,20040";"1.351.520";"216,85934";"1.640.982"
100250476;"Bilgisayar Programcýlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"212,29818";"1.404.814";"211,80885";"1.678.295"
100250485;"Bilgisayar Programcýlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"31";"31";"";"214,80250";"1.370.570";"213,93667";"1.647.950"
100250494;"Bilgisayar Programcýlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"241,36629";"1.028.972";"241,13062";"1.343.546"
100250519;"Makine";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"41";"41";"";"212,44043";"1.402.860";"212,64835";"1.672.865"
100250555;"Yerel Yönetimler";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"10";"---";"31";"10";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250582;"Büro Yönetimi ve Yönetici Asistanlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Besni Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"18";"---";"41";"18";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250591;"Büro Yönetimi ve Yönetici Asistanlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"18";"---";"41";"18";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250607;"Týbbi Laboratuvar Teknikleri";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"294,58530";"512.906";"294,42185";"721.332"
100250616;"Patoloji Laboratuvar Teknikleri";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"282,82206";"603.392";"282,36035";"840.875"
100250625;"Laborant ve Veteriner Saðlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"52";"52";"";"244,05884";"996.867";"243,59389";"1.293.441"
100250643;"Mekatronik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Besni Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"31";"31";"";"208,56386";"1.456.954";"216,77374";"1.631.312"
100250652;"Bankacýlýk ve Sigortacýlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"52";"52";"";"198,05714";"1.606.608";"249,69508";"1.606.608"
100250679;"Kimya Teknolojisi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"31";"31";"";"202,48756";"1.543.626";"208,11838";"1.705.668"
100250697;"Dýþ Ticaret";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"45";"2";"47";"---";"47";"47";"";"188,62154";"1.710.413";"189,21673";"1.736.551"
100250713;"Bahçe Tarýmý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"25";"1";"24";"---";"26";"24";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250722;"Turizm ve Seyahat Hizmetleri";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"25";"1";"13";"---";"26";"13";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100250731;"Optisyenlik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"62";"62";"";"260,49162";"811.864";"263,46758";"1.044.355"
