"DEPARTMENT_ID";"DEPARTMENT_NAME";"UNIVERSITY_TYPE";"UNIVERSITY_NAME";"UNIVERSITY_ID";"FACULTY_NAME";"SCORE_TYPE";"SCHOLARSHIP_TYPE";"GENERAL_CAPACITY";"SCHOOL_CAPACITY";"GENERAL_ENROLLMENT";"SCHOOL_ENROLLMENT";"SUM_CAPACITY";"SUM_ENROLLMENT";"FIELD_RATE";"LAST_SCORE";"LAST_RANK";"FIRST_SCORE";"FIRST_RANK"
103090289;"Arap Dili ve Edebiyatý";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"DÝL";"Ücretsiz";"75";"2";"77";"---";"98";"98";"%100,0";"253,14221";"101.632";"403,79619";"23.015"
103090296;"Arkeoloji";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"EA";"Ücretsiz";"30";"1";"31";"---";"40";"40";"%100,0";"248,81277";"846.650";"326,08711";"207.970"
103090303;"Çaðdaþ Türk Lehçeleri ve Edebiyatlarý";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"65";"2";"67";"---";"85";"85";"%100,0";"248,49611";"876.174";"327,81998";"230.067"
103090310;"Felsefe";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"EA";"Ücretsiz";"36";"1";"37";"---";"47";"47";"%100,0";"240,73681";"953.665";"326,76022";"205.126"
103090317;"Ýngiliz Dili ve Edebiyatý";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"DÝL";"Ücretsiz";"50";"2";"51";"1";"67";"65";"%97,0";"370,46820";"37.268";"404,30269";"22.836"
103090324;"Ýngiliz Dili ve Edebiyatý (KKTC UYRUKLU)";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"DÝL";"Ücretsiz";"1";"---";"---";"---";"1";"---";"---";"Dolmadý";"Dolmadý";"---";""
103090331;"Kürt Dili ve Edebiyatý";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"25";"1";"26";"---";"33";"33";"%100,0";"375,96151";"70.581";"442,09060";"5.028"
103090338;"Psikoloji";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"EA";"Ücretsiz";"60";"2";"60";"2";"79";"79";"%100,0";"353,68703";"116.372";"395,82549";"39.221"
103090345;"Sosyoloji";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"EA";"Ücretsiz";"32";"1";"33";"---";"42";"42";"%100,0";"274,50476";"557.251";"337,51841";"164.107"
103090352;"Tarih";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"24";"1";"25";"---";"32";"32";"%100,0";"330,35389";"218.128";"378,22777";"66.073"
103090359;"Türk Dili ve Edebiyatý";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Sezai Karakoç Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"24";"1";"24";"1";"32";"32";"%100,0";"342,63403";"166.378";"415,66036";"17.068"
103090366;"Tarým Makineleri ve Teknolojileri Mühendisliði (KKTC UYRUKLU)";"Devlet";"DÝCLE ÜNÝVERSÝTESÝ ";1030;"Ziraat Fakültesi";"SAY";"Ücretsiz";"1";"---";"1";"---";"1";"1";"%100,0";"199,73458";"1.117.083";"199,73458";"1.117.083"
103110018;"Almanca Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"DÝL";"Ücretsiz";"50";"2";"52";"---";"52";"52";"%100,0";"242,07780";"109.372";"385,26535";"30.624"
103110027;"Bilgisayar ve Öðretim Teknolojileri Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SAY";"Ücretsiz";"20";"1";"21";"---";"21";"21";"%100,0";"300,19246";"264.374";"306,85930";"243.792"
103110036;"Biyoloji Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SAY";"Ücretsiz";"20";"1";"11";"---";"21";"11";"%52,4";"Dolmadý";"Dolmadý";"306,36061";"245.216"
103110045;"Coðrafya Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SÖZ";"Ücretsiz";"20";"1";"21";"---";"21";"21";"%100,0";"394,14413";"39.350";"429,37558";"9.204"
103110063;"Fen Bilgisi Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SAY";"Ücretsiz";"50";"2";"18";"---";"52";"18";"%34,6";"Dolmadý";"Dolmadý";"340,08276";"165.564"
103110072;"Fizik Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SAY";"Ücretsiz";"20";"1";"21";"---";"21";"21";"%100,0";"300,62814";"262.949";"335,47104";"174.463"
103110081;"Fransýzca Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"DÝL";"Ücretsiz";"50";"2";"52";"---";"52";"52";"%100,0";"390,17326";"28.574";"428,53517";"14.340"
103110099;"Ýlköðretim Matematik Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SAY";"Ücretsiz";"50";"2";"51";"1";"52";"52";"%100,0";"340,95336";"163.894";"416,24763";"66.411"
103110106;"Ýngilizce Öðretmenliði (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"DÝL";"Ücretsiz";"50";"2";"50";"2";"52";"52";"%100,0";"455,48121";"7.565";"486,52151";"3.038"
103110115;"Kimya Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SAY";"Ücretsiz";"20";"1";"21";"---";"21";"21";"%100,0";"295,51537";"280.407";"344,00991";"158.344"
103110124;"Matematik Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SAY";"Ücretsiz";"20";"1";"20";"1";"21";"21";"%100,0";"394,71393";"88.267";"422,11921";"61.171"
103110133;"Okul Öncesi Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SÖZ";"Ücretsiz";"50";"2";"50";"2";"52";"52";"%100,0";"424,63171";"11.490";"436,46961";"6.586"
103110142;"Rehberlik ve Psikolojik Danýþmanlýk";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"EA";"Ücretsiz";"40";"1";"40";"1";"41";"41";"%100,0";"370,12271";"79.297";"397,25672";"37.479"
103110151;"Sýnýf Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"EA";"Ücretsiz";"30";"1";"30";"1";"31";"31";"%100,0";"372,45865";"74.825";"397,13221";"37.616"
103110169;"Sosyal Bilgiler Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SÖZ";"Ücretsiz";"50";"2";"51";"1";"52";"52";"%100,0";"382,28718";"58.407";"401,46306";"30.243"
103110178;"Tarih Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SÖZ";"Ücretsiz";"30";"1";"31";"---";"31";"31";"%100,0";"399,31589";"32.755";"425,29324";"11.157"
103110187;"Türk Dili ve Edebiyatý Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SÖZ";"Ücretsiz";"30";"1";"30";"1";"31";"31";"%100,0";"408,34038";"23.173";"442,69546";"4.875"
103110196;"Türkçe Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SÖZ";"Ücretsiz";"50";"2";"50";"2";"52";"52";"%100,0";"410,56519";"21.216";"422,74094";"12.506"
103110203;"Amerikan Kültürü ve Edebiyatý (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"DÝL";"Ücretsiz";"85";"3";"88";"---";"88";"88";"%100,0";"429,07161";"14.178";"453,65098";"7.961"
103110212;"Arkeoloji";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"EA";"Ücretsiz";"30";"1";"31";"---";"31";"31";"%100,0";"283,29532";"476.937";"380,02360";"61.667"
103110221;"Fizik";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Fen Fakültesi";"SAY";"Ücretsiz";"50";"2";"52";"---";"52";"52";"%100,0";"294,20431";"285.076";"342,88746";"160.407"
103110239;"Ýstatistik";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Fen Fakültesi";"SAY";"Ücretsiz";"75";"2";"77";"---";"77";"77";"%100,0";"339,93216";"165.834";"388,07461";"95.774"
103110248;"Kimya";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Fen Fakültesi";"SAY";"Ücretsiz";"35";"1";"35";"1";"36";"36";"%100,0";"323,70905";"199.671";"343,43557";"159.398"
103110257;"Matematik (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Fen Fakültesi";"SAY";"Ücretsiz";"50";"2";"50";"2";"52";"52";"%100,0";"343,81789";"158.706";"407,12251";"75.333"
103110275;"Tarih";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"30";"1";"31";"---";"31";"31";"%100,0";"390,64184";"44.408";"438,12747";"6.091"
103110309;"Hukuk";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Hukuk Fakültesi";"EA";"Ücretsiz";"460";"12";"460";"12";"472";"472";"%100,0";"420,90354";"16.194";"483,68594";"1.221"
103110318;"Çalýþma Ekonomisi ve Endüstri Ýliþkileri";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"110";"3";"112";"1";"113";"113";"%100,0";"299,32254";"354.189";"340,51970";"154.315"
103110327;"Ekonometri";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"110";"3";"113";"---";"113";"113";"%100,0";"292,15034";"405.702";"337,24854";"165.047"
103110336;"Ýktisat";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"170";"5";"172";"3";"175";"175";"%100,0";"325,68340";"209.733";"387,74957";"49.930"
103110345;"Ýþletme";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"180";"5";"180";"5";"185";"185";"%100,0";"335,53696";"170.937";"391,99309";"44.129"
103110354;"Kamu Yönetimi";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"105";"3";"105";"3";"108";"108";"%100,0";"308,60923";"295.931";"354,14583";"115.185"
103110363;"Maliye";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"130";"4";"131";"3";"134";"134";"%100,0";"313,05343";"270.623";"359,25442";"102.652"
103110372;"Ýlahiyat";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýlahiyat Fakültesi";"SÖZ";"Ücretsiz";"120";"3";"120";"3";"123";"123";"%100,0";"326,53982";"236.201";"411,19895";"20.615"
103110381;"Ýktisat (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýþletme Fakültesi";"EA";"Ücretsiz";"80";"2";"80";"2";"82";"82";"%100,0";"357,94707";"105.708";"397,50719";"37.186"
103110399;"Ýþletme (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýþletme Fakültesi";"EA";"Ücretsiz";"105";"3";"105";"3";"108";"108";"%100,0";"371,10369";"77.363";"409,48009";"25.072"
103110406;"Turizm Ýþletmeciliði (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýþletme Fakültesi";"EA";"Ücretsiz";"65";"2";"66";"1";"67";"67";"%100,0";"314,84625";"261.053";"348,86155";"129.295"
103110424;"Mimarlýk";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mimarlýk Fakültesi";"SAY";"Ücretsiz";"80";"2";"80";"2";"82";"82";"%100,0";"385,98760";"98.127";"430,06109";"54.240"
103110433;"Þehir ve Bölge Planlama";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mimarlýk Fakültesi";"SAY";"Ücretsiz";"55";"2";"57";"---";"57";"57";"%100,0";"287,63080";"309.748";"318,57496";"212.032"
103110442;"Bilgisayar Mühendisliði (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"95";"3";"95";"3";"98";"98";"%100,0";"473,48838";"23.272";"495,60530";"12.252"
103110451;"Çevre Mühendisliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"45";"2";"47";"---";"47";"47";"%100,0";"297,72327";"272.757";"346,19511";"154.519"
103110469;"Elektrik-Elektronik Mühendisliði (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"90";"3";"90";"3";"93";"93";"%100,0";"447,84191";"40.161";"471,71012";"24.290"
103110478;"Endüstri Mühendisliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"95";"3";"95";"3";"98";"98";"%100,0";"430,27800";"54.052";"463,36247";"29.407"
103110487;"Ýnþaat Mühendisliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"54";"2";"55";"1";"56";"56";"%100,0";"352,74235";"143.674";"386,09336";"97.995"
103110496;"Jeofizik Mühendisliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"10";"1";"11";"---";"11";"11";"%100,0";"290,91902";"297.029";"317,48720";"214.853"
103110503;"Jeoloji Mühendisliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"20";"1";"21";"---";"21";"21";"%100,0";"291,63057";"294.243";"327,52866";"191.065"
103110512;"Maden Mühendisliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"40";"1";"41";"---";"41";"41";"%100,0";"302,52468";"256.889";"364,65026";"125.443"
103110521;"Makine Mühendisliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"95";"3";"95";"3";"98";"98";"%100,0";"418,76836";"64.124";"465,56421";"28.008"
103110539;"Metalurji ve Malzeme Mühendisliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"70";"2";"70";"2";"72";"72";"%100,0";"368,20158";"120.396";"405,91880";"76.507"
103110548;"Tekstil Mühendisliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"55";"2";"57";"---";"57";"57";"%100,0";"318,61131";"211.942";"354,87093";"140.110"
103110557;"Týp";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Týp Fakültesi";"SAY";"Ücretsiz";"280";"7";"280";"7";"287";"287";"%100,0";"508,99570";"7.320";"515,95202";"5.325"
103110636;"Bilgisayar Bilimleri";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Fen Fakültesi";"SAY";"Ücretsiz";"65";"2";"65";"2";"67";"67";"%100,0";"384,51562";"99.785";"459,95517";"31.656"
103110654;"Gemi Makineleri Ýþletme Mühendisliði (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Denizcilik Fakültesi";"SAY";"Ücretsiz";"55";"2";"55";"2";"57";"57";"%100,0";"415,52164";"67.116";"431,30279";"53.193"
103110663;"Deniz Ulaþtýrma Ýþletme Mühendisliði (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Denizcilik Fakültesi";"SAY";"Ücretsiz";"70";"2";"70";"2";"72";"72";"%100,0";"408,95684";"73.488";"456,24605";"34.204"
103110672;"Denizcilik Ýþletmeleri Yönetimi (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Denizcilik Fakültesi";"EA";"Ücretsiz";"75";"2";"75";"2";"77";"77";"%100,0";"344,66503";"141.499";"378,91554";"63.466"
103110742;"Felsefe";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"EA";"Ücretsiz";"30";"1";"31";"---";"31";"31";"%100,0";"287,71507";"440.505";"312,92981";"271.290"
103110769;"Hemþirelik";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Hemþirelik Fakültesi";"SAY";"Ücretsiz";"220";"6";"220";"6";"226";"226";"%100,0";"368,05619";"120.596";"441,22116";"45.134"
103110787;"Psikoloji";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"EA";"Ücretsiz";"90";"3";"90";"3";"93";"93";"%100,0";"400,21001";"34.188";"418,92729";"17.505"
103110796;"Müzecilik";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"EA";"Ücretsiz";"40";"1";"41";"---";"41";"41";"%100,0";"267,75913";"624.916";"353,74840";"116.195"
103110803;"Sosyoloji";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"EA";"Ücretsiz";"30";"1";"31";"---";"31";"31";"%100,0";"315,03918";"260.055";"347,84159";"132.185"
103110927;"Ýktisat (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (Suny Albany)) (Ücretli)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýþletme Fakültesi";"EA";"Ücretli";"15";"---";"15";"---";"15";"15";"%100,0";"289,27768";"427.942";"317,23375";"248.730"
103110936;"Ýþletme (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (Suny Albany)) (Ücretli)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýþletme Fakültesi";"EA";"Ücretli";"15";"---";"15";"---";"15";"15";"%100,0";"315,59015";"257.118";"348,23966";"131.071"
103110954;"Türk Dili ve Edebiyatý";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"30";"1";"31";"---";"31";"31";"%100,0";"387,31441";"49.778";"409,77855";"21.889"
103110972;"Karþýlaþtýrmalý Edebiyat";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"DÝL";"Ücretsiz";"60";"2";"62";"---";"62";"62";"%100,0";"392,51449";"27.620";"426,93949";"14.868"
103110981;"Yönetim Biliþim Sistemleri";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"80";"2";"80";"2";"82";"82";"%100,0";"392,60232";"43.313";"431,41678";"10.377"
103110999;"Lojistik Yönetimi (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Denizcilik Fakültesi";"EA";"Ücretsiz";"50";"2";"50";"2";"52";"52";"%100,0";"345,57840";"138.763";"363,92181";"91.917"
103111025;"Müzecilik (KKTC UYRUKLU)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"EA";"Ücretsiz";"1";"---";"1";"---";"1";"1";"%100,0";"218,75018";"1.264.453";"218,75018";"1.264.453"
103111079;"Özel Eðitim Öðretmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Buca Eðitim Fakültesi";"SÖZ";"Ücretsiz";"40";"1";"40";"1";"41";"41";"%100,0";"444,91428";"4.392";"474,55500";"985"
103111088;"Biyoloji";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Fen Fakültesi";"SAY";"Ücretsiz";"30";"1";"31";"---";"31";"31";"%100,0";"298,59994";"269.782";"344,24513";"157.958"
103111113;"Fotoðraf";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Güzel Sanatlar Fakültesi";"SÖZ";"Ücretsiz";"35";"1";"36";"---";"36";"36";"%100,0";"345,75795";"154.759";"391,18625";"43.597"
103190411;"Ekonometri (KKTC Uyruklu)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"1";"---";"1";"---";"1";"1";"%100,0";"235,51521";"1.025.952";"235,51521";"1.025.952"
103190493;"Veterinerlik";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Veteriner Fakültesi (Kiraz)";"SAY";"Ücretsiz";"65";"2";"65";"2";"67";"67";"%100,0";"356,20818";"137.984";"391,85104";"91.407"
103190550;"Film Tasarýmý ve Yazarlýðý";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Güzel Sanatlar Fakültesi";"SÖZ";"Ücretsiz";"40";"1";"41";"---";"41";"41";"%100,0";"359,37082";"110.770";"422,13276";"12.869"
103190551;"Film Tasarýmý ve Yazarlýðý (KKTC Uyruklu)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Güzel Sanatlar Fakültesi";"SÖZ";"Ücretsiz";"1";"---";"1";"---";"1";"1";"%100,0";"219,45388";"1.168.499";"219,45388";"1.168.499"
103190552;"Film Tasarýmý ve Yönetmenliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Güzel Sanatlar Fakültesi";"SÖZ";"Ücretsiz";"35";"1";"36";"---";"36";"36";"%100,0";"374,24780";"74.117";"455,62610";"2.603"
103190560;"Dilbilimi";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"DÝL";"Ücretsiz";"60";"2";"62";"---";"62";"62";"%100,0";"407,02849";"21.743";"468,54840";"5.271"
103190561;"Ýngilizce Mütercim ve Tercümanlýk";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"DÝL";"Ücretsiz";"60";"2";"60";"2";"62";"62";"%100,0";"458,08564";"7.063";"470,21031";"5.021"
103190562;"Uluslararasý Ticaret ve Ýþletmecilik (Ýngilizce)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýþletme Fakültesi";"EA";"Ücretsiz";"65";"2";"65";"2";"67";"67";"%100,0";"359,57523";"101.890";"392,10155";"43.992"
103190628;"Gemi Makineleri Ýþletme Mühendisliði (Ýngilizce) (KKTC Uyruklu)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Denizcilik Fakültesi";"SAY";"Ücretsiz";"1";"---";"---";"---";"1";"---";"---";"Dolmadý";"Dolmadý";"---";""
103190631;"Diþ Hekimliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Diþ Hekimliði Fakültesi";"SAY";"Ücretsiz";"70";"2";"70";"2";"72";"72";"%100,0";"465,19324";"28.236";"502,09084";"9.721"
103190632;"Ýlahiyat (M.T.O.K.)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Ýlahiyat Fakültesi";"SÖZ";"Ücretsiz";"12";"---";"12";"---";"12";"12";"%100,0";"311,33235";"319.970";"391,82505";"42.661"
103190635;"Gastronomi ve Mutfak Sanatlarý";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Turizm Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"60";"2";"62";"62";"%100,0";"411,11044";"20.691";"443,29218";"4.740"
103190636;"Turizm Ýþletmeciliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Turizm Fakültesi";"EA";"Ücretsiz";"65";"2";"67";"---";"67";"67";"%100,0";"292,31502";"404.439";"319,00839";"240.043"
103190637;"Gastronomi ve Mutfak Sanatlarý";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Uygulamalý Bilimler Yüksekokulu";"SÖZ";"Ücretsiz";"65";"2";"65";"2";"67";"67";"%100,0";"378,24808";"47.104";"416,68574";"10.371"
103190638;"Turizm Ýþletmeciliði";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Uygulamalý Bilimler Yüksekokulu";"EA";"Ücretsiz";"60";"2";"60";"---";"62";"62";"%100,0";"280,95493";"563.819";"326,76385";"255.148"
103190639;"Uluslararasý Ticaret";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Uygulamalý Bilimler Yüksekokulu";"EA";"Ücretsiz";"65";"2";"65";"2";"67";"67";"%100,0";"322,83287";"274.731";"355,65321";"143.461"
103190649;"Rus Dili ve Edebiyatý (Rusça)";"Devlet";"DOKUZ EYLÜL ÜNÝVERSÝTESÝ ";1031;"Edebiyat Fakültesi";"DÝL";"Ücretsiz";"35";"1";"36";"---";"36";"36";"%100,0";"395,41140";"26.399";"428,52895";"14.344"
