"DEPARTMENT_ID";"DEPARTMENT_NAME";"UNIVERSITY_TYPE";"UNIVERSITY_NAME";"UNIVERSITY_ID";"FACULTY_NAME";"SCORE_TYPE";"SCHOLARSHIP_TYPE";"GENERAL_CAPACITY";"SCHOOL_CAPACITY";"GENERAL_ENROLLMENT";"SCHOOL_ENROLLMENT";"SUM_CAPACITY";"SUM_ENROLLMENT";"FIELD_RATE";"LAST_SCORE_12";"LAST_RANK_12";"LAST_SCORE_18";"LAST_RANK_18"
100150486;"Ýþletme Yönetimi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"Ücretsiz";"80";"2";"82";"---";"84";"84";"";"258,39759";"1.508.796";"259,19925";"1.495.308"
100150495;"Ýþletme Yönetimi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"45";"2";"47";"---";"49";"49";"";"241,33701";"1.805.434";"241,61694";"1.800.276"
100150502;"Ýþletme Yönetimi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mudurnu Süreyya Astarcý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"32";"32";"";"240,89299";"1.813.429";"241,74627";"1.797.928"
100150511;"Kümes Hayvanlarý Yetiþtiriciliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mudurnu Süreyya Astarcý Meslek Yüksekokulu";"TYT";"Ücretsiz";"20";"1";"21";"---";"22";"22";"";"239,24993";"1.842.927";"246,10480";"1.720.955"
100150538;"Bilgisayar Programcýlýðý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"52";"2";"64";"64";"";"319,40610";"660.491";"319,75854";"656.865"
100150556;"Ayakkabý Tasarým ve Üretimi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"20";"1";"21";"---";"22";"22";"";"234,77020";"1.923.960";"236,96487";"1.884.091"
100150592;"Turizm ve Otel Ýþletmeciliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mudurnu Süreyya Astarcý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"25";"---";"32";"32";"";"250,74369";"1.639.740";"251,45991";"1.627.330"
100150608;"Ýnþaat Teknolojisi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Yeniçaða Yaþar Çelik Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"42";"42";"";"252,35051";"1.612.058";"253,96852";"1.584.399"
100150617;"Lojistik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Yeniçaða Yaþar Çelik Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"54";"54";"";"255,47339";"1.558.582";"255,82785";"1.552.556"
100150635;"Gýda Kalite Kontrolü ve Analizi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Yeniçaða Yaþar Çelik Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"42";"42";"";"253,66318";"1.589.534";"252,94162";"1.601.872"
100150644;"Dýþ Ticaret";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Yeniçaða Yaþar Çelik Meslek Yüksekokulu";"TYT";"Ücretsiz";"35";"1";"36";"---";"37";"37";"";"254,12644";"1.581.760";"255,86162";"1.551.983"
100150689;"Mimari Restorasyon";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mudurnu Süreyya Astarcý Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"64";"64";"";"241,64593";"1.799.740";"242,03722";"1.792.884"
100150705;"Ormancýlýk ve Orman Ürünleri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mudurnu Süreyya Astarcý Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"40";"1";"42";"42";"";"302,41513";"852.167";"---";"---"
100150714;"Aðýz ve Diþ Saðlýðý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mehmet Tanrýkulu Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"61";"2";"64";"64";"";"336,66639";"505.883";"336,67243";"505.840"
100150723;"Týbbi Görüntüleme Teknikleri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mehmet Tanrýkulu Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"60";"2";"64";"64";"";"338,94302";"488.618";"338,99839";"488.179"
100150768;"Bankacýlýk ve Sigortacýlýk";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"Ücretsiz";"80";"2";"82";"---";"84";"84";"";"275,22744";"1.236.219";"284,37690";"1.097.827"
100150777;"Ýç Mekan Tasarýmý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"54";"54";"";"275,13269";"1.237.704";"274,63067";"1.245.307"
100150786;"Moda Tasarýmý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"54";"54";"";"257,74533";"1.519.860";"258,15509";"1.512.881"
100150802;"Ýþ Saðlýðý ve Güvenliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Seben Ýzzet Baysal Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"54";"54";"";"269,45281";"1.327.411";"269,39941";"1.328.265"
100150811;"Elektrik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"54";"54";"";"282,58500";"1.124.337";"282,69296";"1.122.699"
100150829;"Elektronik Teknolojisi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"42";"42";"";"276,42294";"1.217.812";"276,79275";"1.212.112"
100150838;"Sosyal Hizmetler";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Seben Ýzzet Baysal Meslek Yüksekokulu";"TYT";"Ücretsiz";"55";"2";"56";"---";"59";"59";"";"269,40058";"1.328.244";"271,80651";"1.289.672"
100150847;"Sosyal Güvenlik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Seben Ýzzet Baysal Meslek Yüksekokulu";"TYT";"Ücretsiz";"60";"2";"62";"---";"64";"64";"";"254,79778";"1.570.177";"258,00937";"1.515.283"
100150856;"Posta Hizmetleri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"80";"2";"82";"---";"84";"84";"";"232,12276";"1.972.669";"237,30024";"1.877.978"
100150865;"Grafik Tasarýmý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"1";"54";"54";"";"301,03615";"869.482";"301,27666";"866.295"
100150874;"Çocuk Geliþimi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mehmet Tanrýkulu Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"70";"2";"72";"1";"74";"74";"";"298,69315";"899.499";"298,77682";"898.386"
100190122;"Týbbi Dokümantasyon ve Sekreterlik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mehmet Tanrýkulu Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"1";"32";"32";"";"332,64871";"538.045";"335,85495";"512.163"
100190150;"Laborant ve Veteriner Saðlýk";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mudurnu Süreyya Astarcý Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"1";"42";"42";"";"297,62660";"913.508";"298,39682";"903.436"
100190152;"Tekstil Teknolojisi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"26";"---";"32";"32";"";"240,29166";"1.824.216";"243,51133";"1.766.770"
100190168;"Peyzaj ve Süs Bitkileri Yetiþtiriciliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"32";"32";"";"244,46831";"1.749.723";"---";"---"
100190169;"Makine Resim ve Konstrüksiyonu";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"42";"42";"";"257,88838";"1.517.399";"258,24838";"1.511.367"
100190173;"Ýnsan Kaynaklarý Yönetimi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"42";"42";"";"280,40749";"1.156.853";"283,42071";"1.111.914"
100190174;"Saðlýk Kurumlarý Ýþletmeciliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Meslek Yüksekokulu";"TYT";"Ücretsiz";"50";"2";"52";"---";"54";"54";"";"280,59551";"1.153.959";"281,47369";"1.140.887"
100190175;"Sivil Savunma ve Ýtfaiyecilik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"45";"2";"47";"2";"49";"47";"";"Dolmadý";"Dolmadý";"Dolmadý";"Dolmadý"
100190214;"Özel Güvenlik ve Koruma";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"41";"---";"42";"42";"";"261,38858";"1.458.716";"262,76301";"1.435.871"
100190215;"Ýlk ve Acil Yardým";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mehmet Tanrýkulu Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"40";"1";"42";"42";"";"346,58561";"434.281";"346,99260";"431.611"
100190243;"Gýda Teknolojisi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Bolu Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"---";"---";"32";"32";"";"273,15316";"1.268.368";"273,47548";"1.263.367"
100190250;"Pastacýlýk ve Ekmekçilik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mengen Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"---";"1";"32";"32";"";"280,23539";"1.159.382";"284,03712";"1.102.975"
100190257;"Bitki Koruma";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Seben Ýzzet Baysal Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"---";"---";"32";"32";"";"240,78570";"1.815.323";"257,34153";"1.526.744"
100190264;"Týbbi ve Aromatik Bitkiler";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Seben Ýzzet Baysal Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"---";"---";"32";"32";"";"226,66048";"2.073.632";"---";"---"
100250034;"Kooperatifçilik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"233,87426";"1.940.384";"235,12495";"1.917.513"
100250043;"Mimari Dekoratif Sanatlar";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"237,92026";"1.866.925";"241,45814";"1.803.183"
100250052;"Mobilya ve Dekorasyon";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"25";"1";"26";"---";"33";"33";"";"238,34811";"1.859.158";"239,73834";"1.834.140"
100250079;"Pazarlama";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"238,41562";"1.857.939";"238,55031";"1.855.486"
100250104;"Turizm ve Otel Ýþletmeciliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"250,63979";"1.641.478";"259,35697";"1.492.615"
100250194;"Harita ve Kadastro";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"262,01188";"1.448.392";"306,59612";"801.343"
100250228;"Tarla Bitkileri";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"241,58512";"1.800.872";"278,23264";"1.189.791"
100250246;"Çocuk Geliþimi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"30";"---";"40";"40";"";"308,96111";"773.830";"307,25637";"793.579"
100250264;"Elektrik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"284,09728";"1.102.085";"284,70884";"1.092.960"
100250273;"Gýda Teknolojisi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"248,71838";"1.674.961";"249,86359";"1.655.033"
100250291;"Aþçýlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"287,51114";"1.052.406";"289,05788";"1.030.364"
100250352;"Sondaj Teknolojisi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"25";"1";"26";"---";"33";"33";"";"249,83632";"1.655.505";"272,22500";"1.282.975"
100250361;"Muhasebe ve Vergi Uygulamalarý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"258,99048";"1.498.839";"264,59975";"1.405.932"
100250388;"Muhasebe ve Vergi Uygulamalarý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"---";"---";"40";"40";"";"236,09907";"1.899.719";"237,50761";"1.874.266"
100250397;"Muhasebe ve Vergi Uygulamalarý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"240,51226";"1.820.266";"243,11669";"1.773.865"
100250404;"Ýþletme Yönetimi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"246,93129";"1.706.294";"251,90339";"1.619.648"
100250422;"Ýþletme Yönetimi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"---";"---";"40";"40";"";"233,90365";"1.939.827";"235,93841";"1.902.634"
100250431;"Ýnþaat Teknolojisi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"266,47299";"1.375.300";"270,08068";"1.317.221"
100250476;"Bilgisayar Programcýlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"31";"---";"52";"52";"";"253,84529";"1.586.456";"253,75677";"1.587.959"
100250485;"Bilgisayar Programcýlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"31";"---";"52";"52";"";"261,51297";"1.456.670";"260,75292";"1.469.280"
100250494;"Bilgisayar Programcýlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"40";"1";"31";"---";"52";"52";"";"292,19006";"986.602";"292,14449";"987.226"
100250519;"Makine";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"261,10286";"1.463.454";"263,17207";"1.429.069"
100250555;"Yerel Yönetimler";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"235,81419";"1.904.905";"---";"---"
100250591;"Büro Yönetimi ve Yönetici Asistanlýðý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"248,80729";"1.673.421";"253,46565";"1.592.929"
100250607;"Týbbi Laboratuvar Teknikleri";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"1";"40";"40";"";"331,72314";"545.896";"332,72995";"537.332"
100250616;"Patoloji Laboratuvar Teknikleri";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"319,66729";"657.808";"318,97433";"664.880"
100250625;"Laborant ve Veteriner Saðlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"1";"40";"40";"";"285,37779";"1.083.122";"298,09721";"907.294"
100250634;"Giyim Üretim Teknolojisi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"---";"---";"40";"40";"";"236,36452";"1.894.869";"238,55908";"1.855.306"
100250652;"Bankacýlýk ve Sigortacýlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"249,94634";"1.653.616";"251,24555";"1.631.005"
100250679;"Kimya Teknolojisi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Teknik Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"246,77040";"1.709.177";"247,20530";"1.701.496"
100250697;"Dýþ Ticaret";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"30";"---";"40";"40";"";"246,62399";"1.711.752";"249,90899";"1.654.282"
100250713;"Bahçe Tarýmý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"235,22874";"1.915.628";"257,21788";"1.528.908"
100250722;"Turizm ve Seyahat Hizmetleri";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Kahta Meslek Yüksekokulu";"TYT";"Ücretsiz";"20";"1";"21";"---";"27";"27";"";"242,18612";"1.790.233";"244,15674";"1.755.337"
100250731;"Optisyenlik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"306,08574";"807.494";"308,24362";"782.082"
100250749;"Ýlk ve Acil Yardým";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Hizmetleri Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"30";"1";"40";"40";"";"352,56624";"396.314";"354,36276";"385.529"
100250758;"Özel Güvenlik ve Koruma";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Sosyal Bilimler Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"282,20628";"1.129.992";"284,42061";"1.097.186"
100250767;"Lojistik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"238,18106";"1.862.185";"248,34013";"1.681.535"
100290056;"Ýþ Saðlýðý ve Güvenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"261,32879";"1.459.681";"260,47298";"1.473.925"
100290070;"Bankacýlýk ve Sigortacýlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Gölbaþý Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"243,60914";"1.764.957";"248,24948";"1.683.120"
100290102;"Bankacýlýk ve Sigortacýlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Besni Ali Erdemoðlu Meslek Yüksekokulu";"TYT";"Ücretsiz";"30";"1";"31";"---";"40";"40";"";"254,39332";"1.577.232";"---";"---"
