University Id;Faculty Name
1042;Ýslahiye Ýktisadi ve Ýdari Bilimler Fakültesi
1042;Mimarlýk Fakültesi
1042;Mühendislik Fakültesi
1042;Nizip Eðitim Fakültesi
1042;Saðlýk Bilimleri Fakültesi
1042;Týp Fakültesi
1042;Turizm Fakültesi
1044;Havacýlýk ve Uzay Bilimleri Fakültesi
1044;Ýþletme Fakültesi
1044;Mimarlýk Fakültesi
1044;Mühendislik Fakültesi
1044;Temel Bilimler Fakültesi
1045;Bulancak Kadir Karabaþ Uygulamalý Bilimler Yüksekokulu
1045;Diþ Hekimliði Fakültesi
1045;Eðitim Fakültesi
1045;Fen-Edebiyat Fakültesi
1045;Görele Güzel Sanatlar Fakültesi
1045;Görele Uygulamalý Bilimler Yüksekokulu
1045;Ýktisadi ve Ýdari Bilimler Fakültesi
1045;Ýlahiyat Fakültesi
1045;Mühendislik Fakültesi
1045;Saðlýk Bilimleri Fakültesi (Piraziz)
1045;Þebinkarahisar Uygulamalý Bilimler Yüksekokulu
1045;Týp Fakültesi
1045;Tirebolu Ýletiþim Fakültesi
1045;Turizm Fakültesi (Keþap)
3002;Beþeri Bilimler Fakültesi
3002;Denizcilik ve Ulaþtýrma Yüksekokulu
3002;Eczacýlýk Fakültesi
3002;Eðitim Fakültesi
3002;Havacýlýk Yüksekokulu
3002;Hemþirelik Yüksekokulu
3002;Hukuk Fakültesi
3002;Ýletiþim Fakültesi
3002;Ýþletme Fakültesi
3002;Mühendislik Fakültesi
3002;Saðlýk Bilimleri Fakültesi
3002;Siyasal Bilimler Fakültesi
3002;Uygulamalý Sosyal Bilimler Yüksekokulu
3007;Deniz Bilimleri Fakültesi
3007;Deniz Ýþletmeciliði ve Yönetimi Fakültesi
3007;Denizcilik Fakültesi
3007;Diþ Hekimliði Fakültesi
3007;Eðitim Fakültesi
3007;Fen Edebiyat Fakültesi
3007;Havacýlýk ve Uzay Bilimleri Fakültesi
3007;Hukuk Fakültesi
3007;Ýktisadi ve Ýdari Bilimler Fakültesi
3007;Mimarlýk Fakültesi
3007;Mühendislik Fakültesi
3007;Saðlýk Bilimleri Fakültesi
3007;Týp Fakültesi
3007;Turizm Fakültesi
1047;Edebiyat Fakültesi
1047;Gümüþhane Ýktisadi ve Ýdari Bilimler Fakültesi
1047;Ýlahiyat Fakültesi
1047;Ýletiþim Fakültesi
1047;Mühendislik ve Doða Bilimleri Fakültesi
1047;Saðlýk Bilimleri Fakültesi
1047;Turizm Fakültesi
1047;Uygulamalý Bilimler Yüksekokulu
1048;Diþ Hekimliði Fakültesi
1048;Eczacýlýk Fakültesi
1048;Edebiyat Fakültesi
1048;Eðitim Fakültesi
1048;Fen Fakültesi
1048;Fizik Tedavi ve Rehabilitasyon Fakültesi
1048;Güzel Sanatlar Fakültesi
1048;Hemþirelik Fakültesi
1048;Hukuk Fakültesi
1048;Ýktisadi ve Ýdari Bilimler Fakültesi
1048;Ýletiþim Fakültesi
1048;Mühendislik Fakültesi
1048;Saðlýk Bilimleri Fakültesi
1048;Týp Fakültesi
1049;Eðitim Fakültesi
1049;Ýktisadi ve Ýdari Bilimler Fakültesi
1049;Ýlahiyat Fakültesi
1049;Mühendislik Fakültesi
1049;Saðlýk Bilimleri Fakültesi
2019;Fen-Edebiyat Fakültesi
2019;Güzel Sanatlar Fakültesi
2019;Ýþletme Fakültesi
2019;Mimarlýk Fakültesi
2019;Mühendislik Fakültesi
2019;Saðlýk Bilimleri Fakültesi
1050;Diþ Hekimliði Fakültesi
1050;Eczacýlýk Fakültesi
1050;Eðitim Fakültesi
1050;Fen-Edebiyat Fakültesi
1050;Güzel Sanatlar Fakültesi
1050;Ýktisadi ve Ýdari Bilimler Fakültesi
1050;Ýlahiyat Fakültesi
1050;Mühendislik Fakültesi
1050;Saðlýk Bilimleri Fakültesi
1050;Siverek Uygulamalý Bilimler Fakültesi
1050;Týp Fakültesi
1050;Turizm Fakültesi
1050;Veteriner Fakültesi
1050;Ziraat Fakültesi
2016;Eðitim Fakültesi
2016;Güzel Sanatlar ve Mimarlýk Fakültesi
2016;Havacýlýk ve Uzay Bilimleri Fakültesi
2016;Hukuk Fakültesi
2016;Ýletiþim Fakültesi
2016;Mühendislik Fakültesi
2016;Saðlýk Bilimleri Fakültesi
2016;Turizm Fakültesi
1077;Diþ Hekimliði Fakültesi
1077;Eðitim Fakültesi
1077;Fen-Edebiyat Fakültesi
1077;Ýktisadi ve Ýdari Bilimler Fakültesi
1077;Ýlahiyat Fakültesi
1077;Ýletiþim Fakültesi
1077;Mimarlýk Fakültesi
1077;Saðlýk Bilimleri Fakültesi
1077;Tayfur Ata Sökmen Týp Fakültesi
1077;Turizm Ýþletmeciliði ve Otelcilik Yüksekokulu
1077;Veteriner Fakültesi
1077;Ziraat Fakültesi
1051;Fen-Edebiyat Fakültesi
1051;Ýktisadi ve Ýdari Bilimler Fakültesi
1051;Ýlahiyat Fakültesi
1051;Mühendislik Fakültesi
1051;Saðlýk Bilimleri Fakültesi
1051;Týp Fakültesi
4039;Diþ Hekimliði Fakültesi
4039;Edebiyat Fakültesi
4039;Ýktisadi ve Ýdari Bilimler Fakültesi
4039;Ýlahiyat Fakültesi
4039;Ýnsan ve Toplum Bilimleri Fakültesi
4039;Mühendislik Fakültesi
1052;Fen-Edebiyat Fakültesi
1052;Ýktisadi ve Ýdari Bilimler Fakültesi
1052;Ýlahiyat Fakültesi
1052;Mühendislik Fakültesi
1052;Saðlýk Bilimleri Fakültesi
1052;Spor Bilimleri Fakültesi
1052;Turizm Fakültesi
1052;Uygulamalý Bilimler Fakültesi
1052;Ziraat Fakültesi
1125;Büyükkutlu Uygulamalý Bilimler Fakültesi (Yalvaç)
1125;Eðirdir Su Ürünleri Fakültesi
1125;Orman Fakültesi
1125;Teknoloji Fakültesi
1125;Turizm Fakültesi (Eðirdir)
1125;Ziraat Fakültesi
2020;Mühendislik ve Doða Bilimleri Fakültesi
2086;Eðitim Bilimleri Fakültesi
2086;Hukuk Fakültesi
2086;Ýletiþim Fakültesi
2086;Ýnsan ve Toplum Bilimleri Fakültesi
2086;Ýslami Ýlimler Fakültesi
2086;Yönetim Bilimleri Fakültesi
2021;Eðitim Fakültesi
2021;Fen Fakültesi
2021;Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi
2021;Hukuk Fakültesi
2021;Ýnsani Bilimler ve Edebiyat Fakültesi
2021;Ýþletme Fakültesi
2021;Mühendislik Fakültesi
2021;Uygulamalý Bilimler Fakültesi
1053;Diþ Hekimliði Fakültesi
1053;Eczacýlýk Fakültesi
1053;Eðitim Fakültesi
1053;Fen-Edebiyat Fakültesi
1053;Güzel Sanatlar ve Tasarým Fakültesi
1053;Hemþirelik Fakültesi
1053;Hukuk Fakültesi
1053;Ýktisadi ve Ýdari Bilimler Fakültesi
1053;Ýlahiyat Fakültesi
1053;Ýletiþim Fakültesi
1053;Mühendislik Fakültesi
1053;Saðlýk Bilimleri Fakültesi
1053;Spor Bilimleri Fakültesi
1053;Týp Fakültesi
1107;Barbaros Hayrettin Gemi Ýnþaatý ve Denizcilik Fakültesi
1107;Deniz Bilimleri ve Teknolojisi Fakültesi
1107;Havacýlýk ve Uzay Bilimleri Fakültesi
1107;Ýþletme ve Yönetim Bilimleri Fakültesi
1107;Mimarlýk Fakültesi
1107;Mühendislik ve Doða Bilimleri Fakültesi
1107;Turizm Fakültesi
2022;Edebiyat Fakültesi
2022;Eðitim Fakültesi
2022;Hukuk Fakültesi
2022;Ýktisadi ve Ýdari Bilimler Fakültesi
2022;Ýlahiyat Fakültesi
2023;Fen-Edebiyat Fakültesi
2023;Güzel Sanatlar Fakültesi
2023;Ýktisadi ve Ýdari Bilimler Fakültesi
2023;Ýletiþim Fakültesi
2023;Mimarlýk Fakültesi
2023;Mühendislik Fakültesi
2023;Saðlýk Bilimleri Fakültesi
2023;Týp Fakültesi
2093;Diþ Hekimliði Fakültesi
2093;Ýnsan ve Toplum Bilimleri Fakültesi
2093;Mühendislik ve Doða Bilimleri Fakültesi
2093;Saðlýk Bilimleri Fakültesi
2093;Týp Fakültesi
2024;Diþ Hekimliði Fakültesi
2024;Eczacýlýk Fakültesi
2024;Eðitim Fakültesi
2024;Fen-Edebiyat Fakültesi
2024;Güzel Sanatlar Fakültesi
2024;Hukuk Fakültesi
2024;Ýktisadi ve Ýdari Bilimler Fakültesi
2024;Ýletiþim Fakültesi
2024;Mimarlýk ve Tasarým Fakültesi
2024;Mühendislik Fakültesi
2024;Saðlýk Bilimleri Fakültesi
2024;Týp Fakültesi
2024;Uygulamalý Bilimler Fakültesi
2103;Diþ Hekimliði Fakültesi
2103;Fen-Edebiyat Fakültesi
2103;Güzel Sanatlar Fakültesi
2103;Hukuk Fakültesi
2103;Ýktisadi ve Ýdari Bilimler Fakültesi
2103;Ýletiþim Fakültesi
2103;Mühendislik-Mimarlýk Fakültesi
2103;Saðlýk Bilimleri Fakültesi
2025;Hukuk Fakültesi
2025;Ýletiþim Fakültesi
2025;Ýþletme Fakültesi
2025;Mimarlýk Fakültesi
2025;Mühendislik ve Doða Bilimleri Fakültesi
2025;Saðlýk Bilimleri Fakültesi
2025;Sosyal ve Beþeri Bilimler Fakültesi
2025;Uygulamalý Bilimler Fakültesi
2075;Ýþletme ve Yönetim Bilimleri Fakültesi
2075;Mühendislik ve Mimarlýk Fakültesi
2075;Saðlýk Bilimleri Fakültesi
2075;Sanat ve Sosyal Bilimler Fakültesi
2098;Diþ Hekimliði Fakültesi
2098;Mühendislik Fakültesi
2098;Saðlýk Bilimleri Fakültesi
2098;Sanat ve Sosyal Bilimler Fakültesi
2017;Hukuk Fakültesi
2017;Mimarlýk ve Tasarým Fakültesi
2017;Mühendislik Fakültesi
2017;Saðlýk Bilimleri Fakültesi
2027;Diþ Hekimliði Fakültesi
2027;Güzel Sanatlar Fakültesi
2027;Mühendislik-Mimarlýk Fakültesi
2027;Saðlýk Bilimleri Fakültesi
2027;Uygulamalý Bilimler Fakültesi
2087;Diþ Hekimliði Fakültesi
2087;Eczacýlýk Fakültesi
2087;Saðlýk Bilimleri Fakültesi
2087;Sanat ve Tasarým Fakültesi
2030;Eðitim Fakültesi
2030;Fen-Edebiyat Fakültesi
2030;Hukuk Fakültesi
2030;Ýktisadi ve Ýdari Bilimler Fakültesi
2030;Mimarlýk Fakültesi
2030;Mühendislik Fakültesi
2030;Saðlýk Bilimleri Fakültesi
2030;Sanat ve Tasarým Fakültesi
1054;Diþ Hekimliði Fakültesi
1054;Edebiyat Fakültesi
1054;Eðitim Bilimleri Fakültesi
1054;Hukuk Fakültesi
1054;Ýslami Ýlimler Fakültesi
1054;Mühendislik ve Doða Bilimleri Fakültesi
1054;Saðlýk Bilimleri Fakültesi
1054;Siyasal Bilgiler Fakültesi
1054;Týp Fakültesi
1054;Turizm Fakültesi
2031;Diþ Hekimliði Fakültesi
2031;Eczacýlýk Fakültesi
2031;Eðitim Fakültesi
2031;Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi
2031;Hukuk Fakültesi
2031;Ýletiþim Fakültesi
2031;Ýnsan ve Toplum Bilimleri Fakültesi
2031;Ýþletme ve Yönetim Bilimleri Fakültesi
2031;Mühendislik ve Doða Bilimleri Fakültesi
2031;Saðlýk Bilimleri Fakültesi
2031;Saðlýk Bilimleri Yüksekokulu
2031;Týp Fakültesi
2031;Uluslararasý Týp Fakültesi
2104;Diþ Hekimliði Fakültesi
2104;Mühendislik-Mimarlýk Fakültesi
2104;Saðlýk Bilimleri Fakültesi
2104;Sanat ve Tasarým Fakültesi
2104;Sivil Havacýlýk Yüksekokulu
2104;Týp Fakültesi
2104;Uygulamalý Bilimler Yüksekokulu
2047;Diþ Hekimliði Fakültesi
2047;Eczacýlýk Fakültesi
2047;Eðitim Fakültesi
2047;Hukuk Fakültesi
2047;Ýnsan ve Toplum Bilimleri Fakültesi
2047;Ýþletme ve Yönetim Bilimleri Fakültesi
2047;Mühendislik ve Doða Bilimleri Fakültesi
2047;Saðlýk Bilimleri Fakültesi
2047;Týp Fakültesi
2047;Uygulamalý Bilimler Fakültesi
2081;Mühendislik ve Doða Bilimleri Fakültesi
2081;Saðlýk Bilimleri Fakültesi
2032;Eðitim Fakültesi
2032;Hukuk Fakültesi
2032;Ýnsan ve Toplum Bilimleri Fakültesi
2032;Ýslami Ýlimler Fakültesi
2032;Ýþletme ve Yönetim Bilimleri Fakültesi
2032;Mühendislik ve Doða Bilimleri Fakültesi
2032;Saðlýk Bilimleri Fakültesi
2094;Diþ Hekimliði Fakültesi
2094;Eczacýlýk Fakültesi
2094;Mühendislik ve Doða Bilimleri Fakültesi
2094;Saðlýk Bilimleri Fakültesi
2094;Týp Fakültesi
1055;Bilgisayar ve Biliþim Fakültesi
1055;Denizcilik Fakültesi
1055;Elektrik-Elektronik Fakültesi
1055;Fen-Edebiyat Fakültesi
1055;Gemi Ýnþaatý ve Deniz Bilimleri Fakültesi
1055;Ýnþaat Fakültesi
1055;Ýþletme Fakültesi
1055;ÝTÜ-KKTC Eðitim Araþtýrma Yerleþkesi (Gazimaðusa)
1055;Kimya-Metalurji Fakültesi
1055;Maden Fakültesi
1055;Makine Fakültesi
1055;Mimarlýk Fakültesi
1055;Tekstil Teknolojileri ve Tasarýmý Fakültesi
1055;Uçak ve Uzay Bilimleri Fakültesi
2034;Hukuk Fakültesi
2034;Ýletiþim Fakültesi
2034;Ýnsan ve Toplum Bilimleri Fakültesi
2034;Ýþletme Fakültesi
2034;Mimarlýk ve Tasarým Fakültesi
2034;Mühendislik Fakültesi
2050;Ýletiþim Fakültesi
2050;Ýnsan ve Toplum Bilimleri Fakültesi
2050;Mühendislik Fakültesi
2050;Saðlýk Bilimleri Fakültesi
1056;Açýk ve Uzaktan Eðitim Fakültesi
1056;Bilgisayar ve Biliþim Teknolojileri Fakültesi
1056;Diþ Hekimliði Fakültesi
1056;Eczacýlýk Fakültesi
1056;Edebiyat Fakültesi
1056;Fen Fakültesi
1056;Hemþirelik Fakültesi
1056;Hukuk Fakültesi
1056;Ýktisat Fakültesi
1056;Ýlahiyat Fakültesi
1056;Ýletiþim Fakültesi
1056;Ýstanbul Týp Fakültesi
1056;Ýþletme Fakültesi
1056;Mimarlýk Fakültesi
1056;Siyasal Bilgiler Fakültesi
1056;Su Bilimleri Fakültesi
1056;Ulaþtýrma ve Lojistik Fakültesi
1116;Cerrahpaþa Týp Fakültesi
1116;Diþ Hekimliði Fakültesi
1116;Eczacýlýk Fakültesi
1116;Florence Nightingale Hemþirelik Fakültesi
1116;Hasan Ali Yücel Eðitim Fakültesi
1116;Mühendislik Fakültesi
1116;Orman Fakültesi
1116;Saðlýk Bilimleri Fakültesi
1116;Spor Bilimleri Fakültesi
1116;Veteriner Fakültesi
2062;Diþ Hekimliði Fakültesi
2062;Eczacýlýk Fakültesi
2062;Fen-Edebiyat Fakültesi
2062;Hukuk Fakültesi
2062;Ýktisadi ve Ýdari Bilimler Fakültesi
2062;Ýletiþim Fakültesi
2062;Mühendislik-Mimarlýk Fakültesi
2062;Saðlýk Bilimleri Fakültesi
2062;Spor Bilimleri Fakültesi
2062;Týp Fakültesi
2084;Diþ Hekimliði Fakültesi
2084;Eczacýlýk Fakültesi
2084;Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi
2084;Ýletiþim Fakültesi
2084;Ýnsan ve Toplum Bilimleri Fakültesi
2084;Mühendislik ve Doða Bilimleri Fakültesi
2084;Saðlýk Bilimleri Fakültesi
2084;Týp Fakültesi
1129;Hukuk Fakültesi
1129;Ýktisadi ve Ýdari Bilimler Fakültesi
1129;Ýnsan ve Toplum Bilimleri Fakültesi
1129;Mühendislik ve Mimarlýk Fakültesi
1129;Saðlýk Bilimleri Fakültesi
1129;Týp Fakültesi
1111;Diþ Hekimliði Fakültesi
1111;Eðitim Fakültesi
1111;Fen-Edebiyat Fakültesi
1111;Hukuk Fakültesi
1111;Ýktisadi ve Ýdari Bilimler Fakültesi
1111;Mimarlýk Fakültesi
1111;Mühendislik Fakültesi
1111;Saðlýk Bilimleri Fakültesi
1111;Týp Fakültesi
2035;Fen-Edebiyat Fakültesi
2035;Güzel Sanatlar ve Tasarým Fakültesi
2035;Hukuk Fakültesi
2035;Ýletiþim Fakültesi
2035;Ýþletme Fakültesi
2035;Mühendislik Fakültesi
2035;Saðlýk Bilimleri Fakültesi
2035;Uygulamalý Yönetim Bilimleri Yüksekokulu
1057;Diþ Hekimliði Fakültesi
1057;Eczacýlýk Fakültesi
1057;Gemi Ýnþaatý ve Denizcilik Fakültesi
1057;Hukuk Fakültesi
1057;Ýktisadi ve Ýdari Bilimler Fakültesi
1057;Ýlahiyat Fakültesi
1057;Mühendislik ve Mimarlýk Fakültesi
1057;Orman Fakültesi
1057;Saðlýk Bilimleri Fakültesi
1057;Sanat ve Tasarým Fakültesi
1057;Sosyal ve Beþeri Bilimler Fakültesi
1057;Su Ürünleri Fakültesi
1057;Týp Fakültesi
1057;Turizm Fakültesi
2096;Diþ Hekimliði Fakültesi
2096;Saðlýk Bilimleri Fakültesi
2096;Týp Fakültesi
1058;Fen Fakültesi
1058;Mimarlýk Fakültesi
1058;Mühendislik Fakültesi
2037;Hukuk Fakültesi
2037;Ýletiþim Fakültesi
2037;Mühendislik ve Doða Bilimleri Fakültesi
2037;Sanat ve Tasarým Fakültesi
1059;Dede Korkut Eðitim Fakültesi
1059;Diþ Hekimliði Fakültesi
1059;Fen-Edebiyat Fakültesi
1059;Ýktisadi ve Ýdari Bilimler Fakültesi
1059;Ýlahiyat Fakültesi
1059;Kaðýzman Uygulamalý Bilimler Yüksekokulu
1059;Mühendislik-Mimarlýk Fakültesi
1059;Saðlýk Bilimleri Fakültesi
1059;Sarýkamýþ Turizm Fakültesi
1059;Týp Fakültesi
1059;Veteriner Fakültesi
1122;Ýletiþim Fakültesi
1122;Ýnsan ve Toplum Bilimleri Fakültesi
1122;Ýslami Ýlimler Fakültesi (Türkoðlu)
1122;Saðlýk Bilimleri Fakültesi
1122;Turizm Fakültesi
1060;Afþin Saðlýk Yüksekokulu
1060;Diþ Hekimliði Fakültesi
1060;Eðitim Fakültesi
1060;Fen Fakültesi
1060;Göksun Uygulamalý Bilimler Yüksekokulu
1060;Güzel Sanatlar Fakültesi
1060;Ýktisadi ve Ýdari Bilimler Fakültesi
1060;Ýlahiyat Fakültesi
1060;Ýnsan ve Toplum Bilimleri Fakültesi
1060;Mühendislik-Mimarlýk Fakültesi
1060;Orman Fakültesi
1060;Saðlýk Bilimleri Fakültesi
1060;Spor Bilimleri Fakültesi
1060;Týp Fakültesi
1060;Ziraat Fakültesi
2038;Beþeri Bilimler Fakültesi
2038;Diþ Hekimliði Fakültesi
2038;Saðlýk Bilimleri Yüksekokulu
2038;Uygulamalý Bilimler Yüksekokulu
1061;Diþ Hekimliði Fakültesi
1061;Edebiyat Fakültesi
1061;Fen Fakültesi
1061;Hasan Doðan Spor Bilimleri Fakültesi
1061;Ýktisadi ve Ýdari Bilimler Fakültesi
1061;Ýlahiyat Fakültesi
1061;Ýþletme Fakültesi
1061;Mühendislik Fakültesi
1061;Orman Fakültesi
1061;Safranbolu Baþak Cengiz Mimarlýk Fakültesi
1061;Safranbolu Fethi Toker Güzel Sanatlar ve Tasarým Fakültesi
1061;Safranbolu Turizm Fakültesi
1061;Saðlýk Bilimleri Fakültesi
1061;Týp Fakültesi
1061;Türker Ýnanoðlu Ýletiþim Fakültesi
1062;Diþ Hekimliði Fakültesi
1062;Eczacýlýk Fakültesi
1062;Edebiyat Fakültesi
1062;Fen Fakültesi
1062;Ýktisadi ve Ýdari Bilimler Fakültesi
1062;Mimarlýk Fakültesi
1062;Mühendislik Fakültesi
1062;Of Teknoloji Fakültesi
1062;Orman Fakültesi
1062;Saðlýk Bilimleri Fakültesi
1062;Sürmene Deniz Bilimleri Fakültesi
1062;Týp Fakültesi
1063;Ahmet Keleþoðlu Diþ Hekimliði Fakültesi
1063;Edebiyat Fakültesi
1063;Eðitim Fakültesi
1063;Ýktisadi ve Ýdari Bilimler Fakültesi
1063;Ýslami Ýlimler Fakültesi
1063;Kamil Özdað Fen Fakültesi
1063;Mühendislik Fakültesi
1063;Saðlýk Bilimleri Fakültesi
1063;Týp Fakültesi
1063;Uygulamalý Bilimler Fakültesi
1064;Eðitim Fakültesi
1064;Fen Fakültesi
1064;Ýktisadi ve Ýdari Bilimler Fakültesi
1064;Ýlahiyat Fakültesi
1064;Ýletiþim Fakültesi
1064;Ýnsan ve Toplum Bilimleri Fakültesi
1064;Mühendislik ve Mimarlýk Fakültesi
1064;Orman Fakültesi
1064;Saðlýk Bilimleri Fakültesi
1064;Sivil Havacýlýk Yüksekokulu
1064;Týp Fakültesi
1064;Turizm Fakültesi
1064;Veteriner Fakültesi
1123;Develi Ýslami Ýlimler Fakültesi
1123;Develi Sosyal ve Beþeri Bilimler Fakültesi
1123;Saðlýk Bilimleri Fakültesi
1123;Uygulamalý Bilimler Fakültesi
3009;Güzel Sanatlar Fakültesi
3009;Ýþletme ve Ekonomi Fakültesi
3009;Siyasal Bilgiler Fakültesi
3015;Mühendislik ve Mimarlýk Fakültesi
3008;Eðitim Fakültesi
3008;Güzel Sanatlar ve Tasarým Fakültesi
3008;Hukuk Fakültesi
3008;Mühendislik Fakültesi
3008;Saðlýk Bilimleri Fakültesi
3008;Turizm Fakültesi
3012;Diþ Hekimliði Fakültesi
3012;Saðlýk Bilimleri Fakültesi
3012;Sosyal ve Beþeri Bilimler Fakültesi
4052;Edebiyat Fakültesi
4052;Fen Fakültesi
4052;Ýktisadi ve Ýdari Bilimler Fakültesi
4052;Ýlahiyat Fakültesi
4052;Ýletiþim Fakültesi
4052;Mühendislik Fakültesi
4052;Turizm Fakültesi
4052;Veteriner Fakültesi
4052;Ziraat Fakültesi
1066;Diþ Hekimliði Fakültesi
1066;Eðitim Fakültesi
1066;Güzel Sanatlar Fakültesi
1066;Hukuk Fakültesi
1066;Ýktisadi ve Ýdari Bilimler Fakültesi
1066;Ýnsan ve Toplum Bilimleri Fakültesi
1066;Ýslami Ýlimler Fakültesi
1066;Mühendislik ve Doða Bilimleri Fakültesi
1066;Saðlýk Bilimleri Fakültesi
1066;Spor Bilimleri Fakültesi
1066;Týp Fakültesi
1066;Veteriner Fakültesi
1067;Fen-Edebiyat Fakültesi
1067;Hukuk Fakültesi
1067;Ýktisadi ve Ýdari Bilimler Fakültesi
1067;Ýlahiyat Fakültesi
1067;Mimarlýk Fakültesi
1067;Mühendislik Fakültesi
1067;Saðlýk Bilimleri Fakültesi
1067;Teknoloji Fakültesi
1067;Týp Fakültesi
1067;Turizm Fakültesi
1067;Uygulamalý Bilimler Fakültesi (Lüleburgaz)
1006;Eðitim Fakültesi
1006;Fen-Edebiyat Fakültesi
1006;Fizik Tedavi ve Rehabilitasyon Yüksekokulu
1006;Ýktisadi ve Ýdari Bilimler Fakültesi
1006;Ýlahiyat Fakültesi
1006;Kaman Uygulamalý Bilimler Yüksekokulu
1006;Mühendislik-Mimarlýk Fakültesi
1006;Saðlýk Bilimleri Fakültesi
1006;Týp Fakültesi
1006;Ziraat Fakültesi
1068;Fen Fakültesi
1068;Ýktisadi ve Ýdari Bilimler Fakültesi
1068;Ýlahiyat Fakültesi
1068;Ýnsan ve Toplum Bilimleri Fakültesi
1068;Kilisli Muallim Rýfat Eðitim Fakültesi
1068;Mühendislik-Mimarlýk Fakültesi
1068;Yusuf Þerefoðlu Saðlýk Bilimleri Fakültesi
1068;Ziraat Fakültesi
2097;Diþ Hekimliði Fakültesi
2097;Eczacýlýk Fakültesi
2097;Mühendislik ve Doða Bilimleri Fakültesi
2097;Saðlýk Bilimleri Fakültesi
2097;Sosyal ve Beþeri Bilimler Fakültesi
1069;Denizcilik Fakültesi
1069;Diþ Hekimliði Fakültesi
1069;Eðitim Fakültesi
1069;Fen-Edebiyat Fakültesi
1069;Havacýlýk ve Uzay Bilimleri Fakültesi
1069;Hukuk Fakültesi
1069;Ýlahiyat Fakültesi
1069;Ýletiþim Fakültesi
1069;Ýþletme Fakültesi
1069;Mimarlýk ve Tasarým Fakültesi
1069;Mühendislik Fakültesi
1069;Saðlýk Bilimleri Fakültesi
1069;Siyasal Bilgiler Fakültesi
1069;Teknoloji Fakültesi
1069;Týp Fakültesi
1069;Turizm Fakültesi
1069;Ziraat Fakültesi
2039;Fen Fakültesi
2039;Hemþirelik Fakültesi
2039;Hukuk Fakültesi
2039;Ýktisadi ve Ýdari Bilimler Fakültesi
2039;Ýnsani Bilimler ve Edebiyat Fakültesi
2039;Mühendislik Fakültesi
2039;Týp Fakültesi
2083;Mühendislik ve Mimarlýk Fakültesi
2083;Sosyal ve Beþeri Bilimler Fakültesi
2083;Tarým ve Doða Bilimleri Fakültesi
1113;Mimarlýk ve Tasarým Fakültesi
1113;Mühendislik ve Doða Bilimleri Fakültesi
2040;Güzel Sanatlar ve Tasarým Fakültesi
2040;Hukuk Fakültesi
2040;Mühendislik ve Doða Bilimleri Fakültesi
2040;Saðlýk Bilimleri Fakültesi
2040;Týp Fakültesi
2040;Uygulamalý Bilimler Yüksekokulu
1032;Eðitim Fakültesi
1032;Fen-Edebiyat Fakültesi
1032;Güzel Sanatlar Fakültesi
1032;Ýktisadi ve Ýdari Bilimler Fakültesi
1032;Ýslami Ýlimler Fakültesi
1032;Kütahya Uygulamalý Bilimler Fakültesi
1032;Mimarlýk Fakültesi
1032;Mühendislik Fakültesi
1032;Simav Teknoloji Fakültesi
1032;Tavþanlý Uygulamalý Bilimler Fakültesi
1114;Diþ Hekimliði Fakültesi
1114;Mühendislik ve Doða Bilimleri Fakültesi
1114;Saðlýk Bilimleri Fakültesi
1114;Týp Fakültesi
3003;Diþ Hekimliði Fakültesi
3003;Dr. Fazýl Küçük Eðitim Fakültesi
3003;Fen ve Edebiyat Fakültesi
3003;Hemþirelik Yüksekokulu
3003;Hukuk Fakültesi
3003;Ýktisadi ve Ýdari Bilimler Fakültesi
3003;Ýletiþim Bilimleri Fakültesi
3003;Mimarlýk Fakültesi
3003;Mühendislik Fakültesi
3003;Saðlýk Bilimleri Fakültesi
3003;Tarým Bilimleri ve Teknolojileri Fakültesi
3003;Turizm ve Otel Ýþletmeciliði Yüksekokulu
3003;Uygulamalý Bilimler Yüksekokulu
2088;Diþ Hekimliði Fakültesi
2088;Eczacýlýk Fakültesi
2088;Saðlýk Bilimleri Fakültesi
2088;Týp Fakültesi
1115;Mühendislik ve Doða Bilimleri Fakültesi
1115;Saðlýk Bilimleri Fakültesi
1115;Sivil Havacýlýk Yüksekokulu
1115;Sosyal ve Beþeri Bilimler Fakültesi
1115;Týp Fakültesi
1115;Ziraat Fakültesi
2041;Eðitim Fakültesi
2041;Güzel Sanatlar Fakültesi
2041;Hemþirelik Yüksekokulu
2041;Hukuk Fakültesi
2041;Ýletiþim Fakültesi
2041;Ýnsan ve Toplum Bilimleri Fakültesi
2041;Ýþletme ve Yönetim Bilimleri Fakültesi
2041;Mimarlýk ve Tasarým Fakültesi
2041;Mühendislik ve Doða Bilimleri Fakültesi
2041;Týp Fakültesi
1025;Eðitim Fakültesi (Demirci)
1025;Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi
1025;Hasan Ferdi Turgutlu Teknoloji Fakültesi
1025;Ýktisadi ve Ýdari Bilimler Fakültesi
1025;Ýlahiyat Fakültesi
1025;Ýletiþim Fakültesi
1025;Ýnsan ve Toplum Bilimleri Fakültesi
1025;Ýþletme Fakültesi
1025;Mühendislik ve Doða Bilimleri Fakültesi
1025;Saðlýk Bilimleri Fakültesi
1025;Salihli Ýktisadi ve Ýdari Bilimler Fakültesi
1025;Týp Fakültesi
1025;Tütün Eksperliði Yüksekokulu
1025;Uygulamalý Bilimler Fakültesi
