DEPARTMENT_ID,DEPARTMENT_NAME,LAST_RANK,FIRST_RANK,LAST_SCORE,FIRST_SCORE,SUM_CAPACITY,SUM_ENROLLMENT,FIELD_RATE,GENERAL_ENROLLMENT,SCORE_RANGE,RANK_RANGE,ENROLLMENT_EFFICIENCY
103090226,  Ýngiliz Dili ve Edebiyatý,36522.0,25118.0,365.03,396.26,52.0,52.0,1.0,52.0,31.230000000000018,11404.0,1.0
103090226,Ýngiliz Dili ve Edebiyatý,36749.0,10493.0,380.03,451.63,67.0,67.0,1.0,51.0,71.60000000000002,26256.0,1.0
103090240,  Beslenme ve Diyetetik,276197.0,74257.0,305.81,430.66,52.0,52.0,1.0,51.0,124.85000000000002,201940.0,1.0
103090240,Beslenme ve Diyetetik,267306.5,110337.5,308.62,388.12,53.5,53.5,1.0,40.5,79.5,156969.0,1.0
103090247,  Hemþirelik,101083.0,51926.0,404.51,455.34,103.0,103.0,1.0,100.0,50.829999999999984,49157.0,1.0
103090247,Hemþirelik,102578.0,55851.0,394.42,440.44,131.0,131.0,1.0,100.0,46.01999999999998,46727.0,1.0
103090268,Sosyal Hizmet,408279.0,181795.0,291.82,332.61,52.0,52.0,1.0,40.0,40.79000000000002,226484.0,1.0
103090282,Bilgisayar Mühendisliði,156531.0,70323.0,345.06,412.22,39.0,39.0,1.0,30.0,67.16000000000003,86208.0,1.0
103090289,Arap Dili ve Edebiyatý,101632.0,23015.0,253.14,403.8,98.0,98.0,1.0,77.0,150.66000000000003,78617.0,1.0
103090296,Arkeoloji,846650.0,207970.0,248.81,326.09,40.0,40.0,1.0,31.0,77.27999999999997,638680.0,1.0
103090303,Çaðdaþ Türk Lehçeleri ve Edebiyatlarý,876174.0,230067.0,248.5,327.82,85.0,85.0,1.0,67.0,79.32,646107.0,1.0
103090310,Felsefe,953665.0,205126.0,240.74,326.76,47.0,47.0,1.0,37.0,86.01999999999998,748539.0,1.0
103090317,Ýngiliz Dili ve Edebiyatý,37268.0,22836.0,370.47,404.3,67.0,65.0,0.97,51.0,33.829999999999984,14432.0,0.97
103090331,Kürt Dili ve Edebiyatý,70581.0,5028.0,375.96,442.09,33.0,33.0,1.0,26.0,66.13,65553.0,1.0
103090338,Psikoloji,116372.0,39221.0,353.69,395.83,79.0,79.0,1.0,60.0,42.139999999999986,77151.0,1.0
103090345,Sosyoloji,557251.0,164107.0,274.5,337.52,42.0,42.0,1.0,33.0,63.01999999999998,393144.0,1.0
103090352,Tarih,218128.0,66073.0,330.35,378.23,32.0,32.0,1.0,25.0,47.879999999999995,152055.0,1.0
103090359,Türk Dili ve Edebiyatý,166378.0,17068.0,342.63,415.66,32.0,32.0,1.0,24.0,73.03000000000003,149310.0,1.0
103090366,Tarým Makineleri ve Teknolojileri Mühendisliði (KKTC UYRUKLU),1117083.0,1117083.0,199.73,199.73,1.0,1.0,1.0,1.0,0.0,0.0,1.0
103110018,  Almanca Öðretmenliði,65877.0,19549.0,292.21,412.67,52.0,52.0,1.0,52.0,120.46000000000004,46328.0,1.0
103110018,Almanca Öðretmenliði,85257.4,24247.0,229.94,382.3,52.0,46.6,0.9,46.6,152.36,61010.399999999994,0.9
103110027,  Bilgisayar ve Öðretim Teknolojileri Öðretmenliði,288750.0,153762.0,301.57,363.54,21.0,12.0,0.57,12.0,61.97000000000003,134988.0,0.57
103110027,Bilgisayar ve Öðretim Teknolojileri Öðretmenliði,277587.75,208666.0,289.07,317.28,21.0,14.75,0.7,14.75,28.20999999999998,68921.75,0.7
103110036,  Biyoloji Öðretmenliði,257103.0,131179.0,312.66,379.29,21.0,21.0,1.0,21.0,66.63,125924.0,1.0
103110036,Biyoloji Öðretmenliði,251811.5,215579.5,290.62,305.03,21.0,21.0,1.0,21.0,14.409999999999968,36232.0,1.0
103110045,  Coðrafya Öðretmenliði,36349.0,20171.0,387.08,402.96,21.0,21.0,1.0,21.0,15.879999999999995,16178.0,1.0
103110045,Coðrafya Öðretmenliði,35118.4,8370.4,374.66,416.47,23.0,23.0,1.0,23.0,41.81,26748.0,1.0
103110063,  Fen Bilgisi Öðretmenliði,217423.0,113592.0,329.08,393.51,62.0,62.0,1.0,61.0,64.43,103831.0,1.0
103110063,Fen Bilgisi Öðretmenliði,214573.25,115395.25,305.64,365.4,62.0,62.0,1.0,61.5,59.75999999999999,99178.0,1.0
103110072,  Fizik Öðretmenliði,215188.0,81017.0,330.08,423.76,21.0,21.0,1.0,21.0,93.68,134171.0,1.0
103110072,Fizik Öðretmenliði,246435.2,127963.0,295.79,360.88,21.0,21.0,1.0,21.0,65.08999999999997,118472.20000000001,1.0
103110081,  Fransýzca Öðretmenliði,30557.0,9515.0,381.24,449.8,52.0,52.0,1.0,52.0,68.56,21042.0,1.0
103110081,Fransýzca Öðretmenliði,28233.8,13528.6,369.58,417.34,50.0,50.0,1.0,50.0,47.75999999999999,14705.199999999999,1.0
103110099,  Ýlköðretim Matematik Öðretmenliði,69738.0,37690.0,435.44,472.4,72.0,72.0,1.0,70.0,36.95999999999998,32048.0,1.0
103110099,Ýlköðretim Matematik Öðretmenliði,83440.2,44309.4,401.26,440.02,68.0,68.0,1.0,66.2,38.75999999999999,39130.799999999996,1.0
103110106,  Ýngilizce Öðretmenliði (Ýngilizce),10061.0,4404.0,447.19,480.45,93.0,93.0,1.0,90.0,33.25999999999999,5657.0,1.0
103110106,Ýngilizce Öðretmenliði (Ýngilizce),8621.5,2804.5,440.29,482.39,82.75,82.75,1.0,80.0,42.099999999999966,5817.0,1.0
103110106,Ýngilizce Öðretmenliði(Ýngilizce),7850.0,3484.0,432.24,467.69,93.0,93.0,1.0,90.0,35.44999999999999,4366.0,1.0
103110115,  Kimya Öðretmenliði,209280.0,117102.0,332.82,390.54,21.0,21.0,1.0,21.0,57.72000000000003,92178.0,1.0
103110115,Kimya Öðretmenliði,244256.0,135849.0,296.74,351.31,21.0,21.0,1.0,21.0,54.56999999999999,108407.0,1.0
103110124,  Matematik Öðretmenliði,62345.0,19658.0,443.52,496.75,21.0,21.0,1.0,20.0,53.23000000000002,42687.0,1.0
103110124,Matematik Öðretmenliði,63566.0,39958.2,417.49,446.32,21.0,21.0,1.0,20.0,28.829999999999984,23607.800000000003,1.0
103110133,  Okul Öncesi Öðretmenliði,15602.0,6590.0,409.42,429.04,72.0,72.0,1.0,70.0,19.620000000000005,9012.0,1.0
103110133,Okul Öncesi Öðretmenliði,13327.4,4034.2,400.06,429.75,68.0,68.0,1.0,66.0,29.689999999999998,9293.2,1.0
103110142,  Rehberlik ve Psikolojik Danýþmanlýk,91843.0,40309.0,382.52,410.52,82.0,82.0,1.0,80.0,28.0,51534.0,1.0
103110142,Rehberlik ve Psikolojik Danýþmanlýk,69762.4,23134.0,368.57,411.5,73.8,73.8,1.0,72.0,42.93000000000001,46628.399999999994,1.0
103110151,  Sýnýf Öðretmenliði,89499.0,56505.0,383.63,400.61,62.0,62.0,1.0,60.0,16.980000000000018,32994.0,1.0
103110151,Sýnýf Öðretmenliði,76265.4,24120.0,364.54,407.28,55.8,55.8,1.0,54.0,42.73999999999995,52145.399999999994,1.0
103110169,  Sosyal Bilgiler Öðretmenliði,63270.0,31189.0,369.83,391.4,72.0,72.0,1.0,72.0,21.569999999999993,32081.0,1.0
103110169,Sosyal Bilgiler Öðretmenliði,53601.6,26558.8,361.79,383.72,68.0,68.0,1.0,67.0,21.930000000000007,27042.8,1.0
103110178,  Tarih Öðretmenliði,36639.0,9364.0,386.86,421.31,21.0,21.0,1.0,21.0,34.44999999999999,27275.0,1.0
103110178,Tarih Öðretmenliði,33697.4,8326.4,375.66,417.3,25.0,25.0,1.0,24.6,41.639999999999986,25371.0,1.0
103110187,  Türk Dili ve Edebiyatý Öðretmenliði,27778.0,5211.0,394.64,434.38,21.0,21.0,1.0,20.0,39.74000000000001,22567.0,1.0
103110187,Türk Dili ve Edebiyatý Öðretmenliði,20440.2,3412.2,389.98,433.82,25.0,25.0,1.0,24.2,43.839999999999975,17028.0,1.0
103110196,  Türkçe Öðretmenliði,28089.0,9106.0,394.34,421.9,82.0,82.0,1.0,80.0,27.560000000000002,18983.0,1.0
103110196,Türkçe Öðretmenliði,17733.6,4861.2,393.88,430.03,76.0,76.0,1.0,74.0,36.14999999999998,12872.399999999998,1.0
103110203,  Amerikan Kültürü ve Edebiyatý (Ýngilizce),17186.0,13715.0,420.1,432.23,82.0,82.0,1.0,82.0,12.129999999999995,3471.0,1.0
103110203,Amerikan Kültürü ve Edebiyatý (Ýngilizce),15778.25,9672.5,411.38,434.98,84.0,83.5,0.99,83.25,23.600000000000023,6105.75,0.99
103110203,Amerikan Kültürü ve Edebiyatý(Ýngilizce),12772.0,3329.0,408.33,469.64,82.0,82.0,1.0,81.0,61.31,9443.0,1.0
103110212,  Arkeoloji,567711.0,238743.0,279.38,332.63,62.0,62.0,1.0,61.0,53.25,328968.0,1.0
103110212,Arkeoloji,573854.4,180110.8,250.77,326.71,56.2,56.2,1.0,55.6,75.93999999999997,393743.60000000003,1.0
103110221,  Fizik,326355.0,98052.0,290.07,407.32,52.0,52.0,1.0,51.0,117.25,228303.0,1.0
103110221,Fizik,331369.8,193646.2,269.72,320.01,50.2,49.8,0.99,49.8,50.289999999999964,137723.59999999998,0.99
103110239,  Ýstatistik,249708.0,62862.0,315.52,442.95,72.0,72.0,1.0,72.0,127.43,186846.0,1.0
103110239,Ýstatistik,268549.2,166692.8,292.63,337.08,73.4,73.0,0.99,73.0,44.44999999999999,101856.40000000002,0.99
103110248,  Kimya,274295.0,193046.0,306.47,340.76,82.0,82.0,1.0,81.0,34.289999999999964,81249.0,1.0
103110248,Kimya,278041.6,209800.4,285.91,311.59,73.2,72.8,1.0,72.4,25.67999999999995,68241.19999999998,0.99
103110257,  Matematik (Ýngilizce),175956.0,93794.0,350.0,411.33,72.0,72.0,1.0,70.0,61.329999999999984,82162.0,1.0
103110257,Matematik (Ýngilizce),180530.5,80047.5,329.3,402.85,67.5,67.0,0.99,65.75,73.55000000000001,100483.0,0.99
103110257,Matematik(Ýngilizce),201532.0,66507.0,294.27,397.68,72.0,72.0,1.0,72.0,103.41000000000003,135025.0,1.0
103110275,  Tarih,93551.0,13378.0,356.24,413.02,62.0,62.0,1.0,62.0,56.77999999999997,80173.0,1.0
103110275,Tarih,80011.4,14888.4,348.8,400.84,56.2,56.2,1.0,55.8,52.039999999999964,65122.99999999999,1.0
103110284,Dilbilim,22876.0,8950.0,369.26,426.03,62.0,62.0,1.0,62.0,56.76999999999998,13926.0,1.0
103110309,Hukuk,13050.17,1514.5,422.43,478.42,472.0,472.0,1.0,460.0,55.99000000000001,11535.67,1.0
103110318,  Çalýþma Ekonomisi ve Endüstri Ýliþkileri,416404.0,147861.0,299.04,359.66,103.0,103.0,1.0,103.0,60.620000000000005,268543.0,1.0
103110318,Çalýþma Ekonomisi ve Endüstri Ýliþkileri,392721.6,186026.6,278.71,322.25,105.6,105.0,0.99,104.6,43.54000000000002,206694.99999999997,0.99
103110327,  Ekonometri,505855.0,207922.0,286.78,340.62,103.0,103.0,1.0,101.0,53.84000000000003,297933.0,1.0
103110327,Ekonometri,478072.2,200860.4,266.37,317.48,105.6,105.0,0.99,104.8,51.110000000000014,277211.80000000005,0.99
103110336,  Ýktisat,313058.0,193227.0,316.49,344.82,175.0,175.0,1.0,174.0,28.329999999999984,119831.0,1.0
103110336,Ýktisat,288887.4,109225.2,296.84,350.73,178.0,177.0,0.99,176.0,53.89000000000004,179662.2,0.99
103110345,  Ýþletme,237256.0,112383.0,332.98,373.44,175.0,175.0,1.0,173.0,40.45999999999998,124873.0,1.0
103110345,Ýþletme,233664.2,59024.2,308.77,378.66,180.0,179.2,1.0,177.2,69.89000000000004,174640.0,1.0
103110354,  Kamu Yönetimi,342978.0,133223.0,310.94,365.1,103.0,103.0,1.0,100.0,54.160000000000025,209755.0,1.0
103110354,Kamu Yönetimi,290531.8,85451.8,297.35,361.13,104.6,104.0,0.99,102.4,63.77999999999997,205080.0,0.99
103110363,  Maliye,343902.0,95615.0,310.78,380.8,123.0,123.0,1.0,122.0,70.02000000000004,248287.0,1.0
103110363,Maliye,292909.8,121499.2,296.54,345.25,125.8,125.2,1.0,124.0,48.70999999999998,171410.59999999998,1.0
103110372,  Ýlahiyat,158879.0,15250.0,335.87,409.95,167.0,167.0,1.0,162.0,74.07999999999998,143629.0,1.0
103110372,Ýlahiyat,151755.6,6405.6,328.22,426.72,172.4,172.4,1.0,167.0,98.5,145350.0,1.0
103110381,  Ýktisat (Ýngilizce),152664.0,68582.0,357.96,393.94,82.0,82.0,1.0,81.0,35.98000000000002,84082.0,1.0
103110381,Ýktisat (Ýngilizce),136906.5,41652.5,339.4,387.84,82.5,82.0,0.99,80.5,48.44,95254.0,0.99
103110381,Ýktisat(Ýngilizce),155787.0,86931.0,324.25,354.94,82.0,82.0,1.0,82.0,30.689999999999998,68856.0,1.0
103110399,  Ýþletme (Ýngilizce),113663.0,41539.0,372.91,409.74,103.0,103.0,1.0,100.0,36.829999999999984,72124.0,1.0
103110399,Ýþletme (Ýngilizce),99807.0,39710.0,354.48,389.26,105.0,104.25,0.99,101.25,34.77999999999997,60097.0,0.99
103110399,Ýþletme(Ýngilizce),118295.0,36602.0,339.36,389.16,103.0,103.0,1.0,101.0,49.80000000000001,81693.0,1.0
103110406,  Turizm Ýþletmeciliði (Ýngilizce),316547.0,153821.0,315.83,357.55,62.0,62.0,1.0,61.0,41.72000000000003,162726.0,1.0
103110406,Turizm Ýþletmeciliði (Fakülte) (Ýngilizce),359902.0,152214.0,285.22,342.16,62.0,62.0,1.0,62.0,56.94,207688.0,1.0
103110406,Turizm Ýþletmeciliði (Ýngilizce),303468.33,145949.67,296.08,333.49,64.33,63.67,0.99,63.33,37.410000000000025,157518.66,0.99
103110406,Turizm Ýþletmeciliði(Fakülte)(Ýngilizce),344332.0,142179.0,276.71,329.38,62.0,62.0,1.0,60.0,52.670000000000016,202153.0,1.0
103110415,  Uluslararasý Ýliþkiler (Ýngilizce),116304.0,37395.0,371.78,412.52,62.0,62.0,1.0,60.0,40.74000000000001,78909.0,1.0
103110415,Uluslararasý Ýliþkiler (Ýngilizce),99784.67,41643.33,352.4,385.62,62.67,62.33,0.99,60.33,33.22000000000003,58141.34,0.99
103110415,Uluslararasý Ýliþkiler(Ýngilizce),83644.0,41626.0,356.74,384.9,62.0,62.0,1.0,60.0,28.159999999999968,42018.0,1.0
103110424,  Mimarlýk,97456.0,51118.0,407.88,456.3,118.0,118.0,1.0,115.0,48.420000000000016,46338.0,1.0
103110424,Mimarlýk,83437.4,46618.4,397.11,437.31,106.8,106.8,1.0,104.0,40.19999999999999,36818.99999999999,1.0
103110433,  Þehir ve Bölge Planlama,334005.0,151723.0,287.9,364.9,93.0,93.0,1.0,93.0,77.0,182282.0,1.0
103110433,Þehir ve Bölge Planlama,316370.6,195835.2,273.48,318.64,86.4,86.0,1.0,85.4,45.15999999999997,120535.39999999997,1.0
103110442,  Bilgisayar Mühendisliði (Ýngilizce),15816.0,10507.0,502.66,511.91,93.0,93.0,1.0,90.0,9.25,5309.0,1.0
103110442,Bilgisayar Mühendisliði (Ýngilizce),23423.5,13673.25,471.01,487.9,94.25,94.25,1.0,91.25,16.889999999999986,9750.25,1.0
103110442,Bilgisayar Mühendisliði(Ýngilizce),33624.0,23251.0,444.5,462.02,93.0,93.0,1.0,90.0,17.519999999999982,10373.0,1.0
103110451,  Çevre Mühendisliði,299305.0,222345.0,298.17,326.88,82.0,55.0,0.67,55.0,28.70999999999998,76960.0,0.67
103110451,Çevre Mühendisliði,286463.4,156868.4,281.89,337.35,75.0,65.6,0.89,65.6,55.460000000000036,129595.00000000003,0.87
103110469,  Elektrik-Elektronik Mühendisliði (Ýngilizce),41759.0,19053.0,467.56,497.66,93.0,93.0,1.0,90.0,30.100000000000023,22706.0,1.0
103110469,Elektrik-Elektronik Mühendisliði (Ýngilizce),41189.25,26747.75,446.16,465.79,93.0,93.0,1.0,90.0,19.629999999999995,14441.5,1.0
103110469,Elektrik-Elektronik Mühendisliði(Ýngilizce),42308.0,21378.0,430.99,465.49,93.0,93.0,1.0,90.0,34.5,20930.0,1.0
103110478,  Endüstri Mühendisliði,52933.0,23168.0,454.15,491.59,93.0,93.0,1.0,90.0,37.44,29765.0,1.0
103110478,Endüstri Mühendisliði,54482.6,32103.6,426.93,455.95,94.0,94.0,1.0,91.0,29.019999999999982,22379.0,1.0
103110487,  Ýnþaat Mühendisliði,177288.0,110035.0,349.24,396.56,93.0,93.0,1.0,92.0,47.31999999999999,67253.0,1.0
103110487,Ýnþaat Mühendisliði,146894.0,85595.6,344.56,394.46,85.6,85.6,1.0,83.8,49.89999999999998,61298.399999999994,1.0
103110496,  Jeofizik Mühendisliði,283898.0,215972.0,303.18,329.73,21.0,4.0,0.19,4.0,26.55000000000001,67926.0,0.19
103110496,Jeofizik Mühendisliði,292984.25,248879.0,284.33,299.69,18.5,4.5,0.33,4.5,15.360000000000014,44105.25,0.24
103110503,  Jeoloji Mühendisliði,299222.0,159954.0,298.19,359.47,21.0,6.0,0.29,6.0,61.28000000000003,139268.0,0.29
103110503,Jeoloji Mühendisliði,295592.0,183011.0,283.58,332.27,23.5,12.5,0.58,12.5,48.69,112581.0,0.53
103110512,  Maden Mühendisliði,289265.0,65966.0,301.41,439.58,41.0,41.0,1.0,41.0,138.16999999999996,223299.0,1.0
103110512,Maden Mühendisliði,280285.25,145545.0,288.11,350.48,43.75,37.25,0.86,37.25,62.370000000000005,134740.25,0.85
103110521,  Makine Mühendisliði,72820.0,51355.0,432.11,456.02,93.0,93.0,1.0,90.0,23.909999999999968,21465.0,1.0
103110521,Makine Mühendisliði,66780.4,41201.8,413.19,444.01,94.0,94.0,1.0,91.0,30.819999999999993,25578.59999999999,1.0
103110539,  Metalurji ve Malzeme Mühendisliði,136786.0,80638.0,375.28,424.14,72.0,72.0,1.0,70.0,48.860000000000014,56148.0,1.0
103110539,Metalurji ve Malzeme Mühendisliði,139012.8,92963.8,348.77,385.67,72.0,72.0,1.0,71.2,36.900000000000034,46048.999999999985,1.0
103110548,  Tekstil Mühendisliði,212740.0,155742.0,331.23,362.21,41.0,41.0,1.0,41.0,30.97999999999996,56998.0,1.0
103110548,Tekstil Mühendisliði,223910.0,116041.0,303.93,371.53,46.4,46.4,1.0,46.4,67.59999999999997,107869.0,1.0
103110557,Týp,6327.5,3746.67,507.89,517.26,272.0,272.0,1.0,265.0,9.370000000000005,2580.83,1.0
103110627,Uluslararasý Ýþletmecilik ve Ticaret(Fakülte)(Ýngilizce),132908.0,27124.0,333.08,398.52,62.0,62.0,1.0,62.0,65.44,105784.0,1.0
103110636,  Bilgisayar Bilimleri,109662.0,51404.0,396.88,455.96,62.0,62.0,1.0,60.0,59.079999999999984,58258.0,1.0
103110636,Bilgisayar Bilimleri,132835.2,47606.0,354.85,436.59,63.4,63.0,0.99,61.2,81.73999999999995,85229.20000000001,0.99
103110645,Fizyoterapi ve Rehabilitasyon,186472.0,78362.0,288.34,362.44,103.0,103.0,1.0,102.0,74.10000000000002,108110.0,1.0
103110645,Fizyoterapi ve Rehabilitasyon (Yüksekokul),130778.0,78813.0,371.37,422.2,113.0,113.0,1.0,110.0,50.829999999999984,51965.0,1.0
103110645,Fizyoterapi ve Rehabilitasyon(Yüksekokul),102623.0,46594.0,357.94,424.68,113.0,113.0,1.0,110.0,66.74000000000001,56029.0,1.0
103110654,  Gemi Makineleri Ýþletme Mühendisliði (Ýngilizce),85869.0,60961.0,418.86,445.09,52.0,52.0,1.0,50.0,26.22999999999996,24908.0,1.0
103110654,Gemi Makineleri Ýþletme Mühendisliði (Fakülte) (Ýngilizce),103295.0,81491.0,396.36,419.31,52.0,52.0,1.0,50.0,22.94999999999999,21804.0,1.0
103110654,Gemi Makineleri Ýþletme Mühendisliði (Ýngilizce),80175.33,58581.33,397.46,419.38,53.67,53.67,1.0,52.0,21.920000000000016,21594.0,1.0
103110654,Gemi Makineleri Ýþletme Mühendisliði(Fakülte)(Ýngilizce),114160.0,69267.0,347.59,394.27,52.0,52.0,1.0,51.0,46.68000000000001,44893.0,1.0
103110663,  Deniz Ulaþtýrma Ýþletme Mühendisliði (Ýngilizce),90743.0,65073.0,414.15,440.59,72.0,72.0,1.0,70.0,26.439999999999998,25670.0,1.0
103110663,Deniz Ulaþtýrma Ýþletme Mühendisliði (Fakülte) (Ýngilizce),107373.0,59969.0,392.34,443.81,72.0,72.0,1.0,70.0,51.47000000000003,47404.0,1.0
103110663,Deniz Ulaþtýrma Ýþletme Mühendisliði (Ýngilizce),84923.67,41242.0,392.88,439.95,72.0,72.0,1.0,70.0,47.06999999999999,43681.67,1.0
103110663,Deniz Ulaþtýrma Ýþletme Mühendisliði(Ýngilizce),121409.0,66909.0,341.58,397.17,72.0,72.0,1.0,71.0,55.59000000000003,54500.0,1.0
103110672,  Denizcilik Ýþletmeleri Yönetimi (Ýngilizce),172736.0,65143.0,351.18,395.78,72.0,72.0,1.0,71.0,44.599999999999966,107593.0,1.0
103110672,Denizcilik Ýþletmeleri Yönetimi (Ýngilizce),160705.5,64267.5,331.16,372.28,73.25,73.25,1.0,71.25,41.11999999999995,96438.0,1.0
103110672,Denizcilik Ýþletmeleri Yönetimi(Ýngilizce),130546.0,33982.0,334.08,391.56,72.0,72.0,1.0,70.0,57.48000000000002,96564.0,1.0
103110742,  Felsefe,509232.0,111844.0,286.35,373.67,62.0,62.0,1.0,61.0,87.32,397388.0,1.0
103110742,Felsefe,473603.8,126668.8,267.28,354.9,56.2,56.0,1.0,55.8,87.62,346935.0,1.0
103110769,  Hemþirelik,121110.0,50650.0,387.25,456.83,226.0,226.0,1.0,220.0,69.57999999999998,70460.0,1.0
103110769,Hemþirelik,120059.67,47931.0,362.79,431.75,228.0,227.33,1.0,220.0,68.95999999999998,72128.67,1.0
103110769,Hemþirelik (Fakülte),116460.0,50167.0,383.84,455.03,226.0,226.0,1.0,220.0,71.19,66293.0,1.0
103110769,Hemþirelik(Fakülte),121113.0,35726.0,341.81,441.02,226.0,226.0,1.0,220.0,99.20999999999998,85387.0,1.0
103110787,  Psikoloji,31270.0,2128.0,416.99,487.13,103.0,103.0,1.0,100.0,70.13999999999999,29142.0,1.0
103110787,Psikoloji,29176.8,13678.4,397.27,424.81,97.6,97.6,1.0,94.0,27.54000000000002,15498.4,1.0
103110796,  Müzecilik,729562.0,249030.0,262.81,330.16,41.0,41.0,1.0,41.0,67.35000000000002,480532.0,1.0
103110796,Müzecilik,671268.8,235312.2,243.32,311.96,41.2,34.6,0.84,34.4,68.63999999999999,435956.60000000003,0.84
103110803,  Sosyoloji,286048.0,147085.0,321.91,359.95,62.0,62.0,1.0,62.0,38.039999999999964,138963.0,1.0
103110803,Sosyoloji,258192.4,102174.4,304.3,353.18,56.2,56.2,1.0,55.8,48.879999999999995,156018.0,1.0
103110839,Film Tasarým ve Yazarlýk,60406.0,9113.0,360.75,411.54,31.0,31.0,1.0,31.0,50.79000000000002,51293.0,1.0
103110848,Film Tasarým ve Yönetmenliði,46965.0,9644.0,368.69,410.18,31.0,31.0,1.0,31.0,41.49000000000001,37321.0,1.0
103110857,Canlandýrma Filmi Tasarým ve Yönetimi,109155.0,16189.0,339.61,398.01,41.0,41.0,1.0,41.0,58.39999999999998,92966.0,1.0
103110866,"  Kurgu, Ses ve Görüntü Yönetimi",107322.0,35184.0,351.22,388.0,36.0,36.0,1.0,36.0,36.77999999999997,72138.0,1.0
103110866,"Kurgu, Ses ve Görüntü Yönetimi",106288.33,45047.67,328.82,360.19,36.33,36.33,1.0,36.0,31.370000000000005,61240.66,1.0
103110866,Kurgu-Ses ve Görüntü Yönetimi,89211.0,39184.0,347.26,374.15,31.0,31.0,1.0,31.0,26.889999999999986,50027.0,1.0
103110927,  Ýktisat (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (SUNY Albany)) (Ücretli),730265.0,375745.0,262.74,305.36,15.0,15.0,1.0,15.0,42.620000000000005,354520.0,1.0
103110927,Ýktisat (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (SUNY Albany)) (Ücretli),970931.0,372046.0,208.86,282.85,15.0,15.0,1.0,15.0,73.99000000000001,598885.0,1.0
103110927,Ýktisat (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (Suny Albany)) (Ücretli),515438.5,263284.0,282.95,319.72,15.0,15.0,1.0,15.0,36.77000000000004,252154.5,1.0
103110936,  Ýþletme (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (SUNY Albany)) (Ücretli),442818.0,198761.0,295.18,343.21,15.0,15.0,1.0,15.0,48.02999999999997,244057.0,1.0
103110936,Ýþletme (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (SUNY Albany)) (Ücretli),522753.0,252285.0,244.48,292.86,15.0,15.0,1.0,15.0,48.380000000000024,270468.0,1.0
103110936,Ýþletme (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (Suny Albany)) (Ücretli),321804.5,166411.5,309.69,343.59,15.0,15.0,1.0,15.0,33.89999999999998,155393.0,1.0
103110936,Ýþletme(Ýngilizce)(UOLP-New York Eyalet Üniversitesi)(SUNY Albany)(Ücretli),653563.0,224107.0,236.52,302.94,15.0,15.0,1.0,15.0,66.41999999999999,429456.0,1.0
103110945,  Uluslararasý Ýliþkiler (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (SUNY Albany)) (Ücretli),567639.0,235694.0,279.39,333.34,15.0,15.0,1.0,15.0,53.94999999999999,331945.0,1.0
103110945,Uluslararasý Ýliþkiler (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (SUNY Albany)) (Ücretli),667238.0,246117.5,226.01,292.56,15.0,10.0,0.67,10.0,66.55000000000001,421120.5,0.67
103110945,Uluslararasý Ýliþkiler (Ýngilizce) (UOLP-New York Eyalet Üniversitesi (Suny Albany)) (Ücretli),504879.0,208880.0,287.86,337.15,15.0,15.0,1.0,15.0,49.289999999999964,295999.0,1.0
103110945,Uluslararasý Ýliþkiler(Ýngilizce)(UOLP-New York Eyalet Üniversitesi)(SUNY Albany)(Ücretli),808277.0,192620.0,213.48,311.98,15.0,15.0,1.0,15.0,98.50000000000003,615657.0,1.0
103110954,  Türk Dili ve Edebiyatý,84501.0,1351.0,359.82,464.74,62.0,62.0,1.0,62.0,104.92000000000002,83150.0,1.0
103110954,Türk Dili ve Edebiyatý,68575.8,29366.4,353.69,379.99,56.2,56.2,1.0,55.0,26.30000000000001,39209.4,1.0
103110963,Mütercim-Tercümanlýk(Fakülte)(Ýngilizce),6730.0,4451.0,439.13,456.98,62.0,62.0,1.0,60.0,17.850000000000023,2279.0,1.0
103110972,  Karþýlaþtýrmalý Edebiyat,29077.0,8106.0,385.32,457.02,62.0,62.0,1.0,62.0,71.69999999999999,20971.0,1.0
103110972,Karþýlaþtýrmalý Edebiyat,26781.4,10524.8,374.06,429.4,62.4,62.0,0.99,62.0,55.339999999999975,16256.600000000002,0.99
103110981,  Yönetim Biliþim Sistemleri,76170.0,9111.0,390.06,448.39,82.0,82.0,1.0,80.0,58.329999999999984,67059.0,1.0
103110981,Yönetim Biliþim Sistemleri,59473.67,15022.33,372.72,414.41,82.67,82.0,0.99,80.0,41.69,44451.34,0.99
103110981,Yönetim Biliþim Sistemleri (Fakülte),118845.0,20374.0,355.84,415.58,82.0,82.0,1.0,80.0,59.74000000000001,98471.0,1.0
103110981,Yönetim Biliþim Sistemleri(Fakülte),138497.0,30598.0,330.8,394.88,82.0,82.0,1.0,80.0,64.07999999999998,107899.0,1.0
103110999,  Lojistik Yönetimi (Ýngilizce),171215.0,97986.0,351.65,379.72,41.0,41.0,1.0,40.0,28.07000000000005,73229.0,1.0
