FACULTY_NAME,DEPARTMENT_ID,DEPARTMENT_NAME,LAST_RANK,FIRST_RANK,FIELD_RATE,SUM_ENROLLMENT,SUM_CAPACITY
Fen-Edebiyat Fakültesi,203510949,Psikoloji(Ýngilizce)(%25 Ýndirimli),131986.0,73220.0,1.0,13.0,13.0
Fen-Edebiyat Fakültesi,203511532,  Fizik (Ýngilizce) (Burslu),82335.0,70019.0,1.0,2.0,2.0
Fen-Edebiyat Fakültesi,203511532,Fizik (Ýngilizce) (Burslu),129724.75,62489.75,0.98,6.25,6.5
Fen-Edebiyat Fakültesi,203511532,Fizik(Ýngilizce)(Burslu),145259.0,124977.0,1.0,2.0,2.0
Fen-Edebiyat Fakültesi,203511541,  Fizik (Ýngilizce) (%50 Ýndirimli),358325.0,109983.0,1.0,8.0,8.0
Fen-Edebiyat Fakültesi,203511541,Fizik (Ýngilizce) (%50 Ýndirimli),382065.0,259082.5,0.56,4.5,8.0
Fen-Edebiyat Fakültesi,203590152,Fizik(Ýngilizce)(%75 Ýndirimli),465816.0,259125.0,1.0,8.0,8.0
Fen-Edebiyat Fakültesi,203590153,Matematik(Ýngilizce)(%75 Ýndirimli),320724.0,141846.0,1.0,16.0,16.0
Fen-Edebiyat Fakültesi,203590154,Sosyoloji(Ýngilizce)(%75 Ýndirimli),240367.0,63855.0,1.0,15.0,15.0
Fen-Edebiyat Fakültesi,203590167,Ýngilizce Mütercim ve Tercümanlýk (Fakülte) (Ücretli),51832.0,34774.0,1.0,8.0,8.0
Fen-Edebiyat Fakültesi,203590167,Ýngilizce Mütercim ve Tercümanlýk (Ücretli),56441.0,41753.0,1.0,8.0,8.0
Fen-Edebiyat Fakültesi,203590168,  Ýngilizce Mütercim ve Tercümanlýk (Burslu),5134.0,958.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,203590168,Ýngilizce Mütercim ve Tercümanlýk (Burslu),4258.0,1834.0,1.0,10.33,10.33
Fen-Edebiyat Fakültesi,203590168,Ýngilizce Mütercim ve Tercümanlýk (Fakülte) (Burslu),4075.0,2217.0,1.0,8.0,8.0
Fen-Edebiyat Fakültesi,203590169,  Ýngilizce Mütercim ve Tercümanlýk (%25 Ýndirimli),47894.0,5898.0,1.0,55.0,55.0
Fen-Edebiyat Fakültesi,203590169,Ýngilizce Mütercim ve Tercümanlýk (%25 Ýndirimli),46133.0,7931.67,1.0,51.0,51.0
Fen-Edebiyat Fakültesi,203590169,Ýngilizce Mütercim ve Tercümanlýk (Fakülte) (%25 Ýndirimli),49853.0,9759.0,1.0,40.0,40.0
Fen-Edebiyat Fakültesi,203590266,Psikoloji (Ýngilizce) (%50 Ýndirimli),148594.0,27687.5,1.0,56.0,56.0
Fen-Edebiyat Fakültesi,204610336,  Psikoloji (Ücretli),347664.0,160767.0,1.0,45.0,45.0
Fen-Edebiyat Fakültesi,204610336,Psikoloji (Ücretli),571187.25,191836.75,1.0,43.25,43.25
Fen-Edebiyat Fakültesi,204610336,Psikoloji(Ücretli),413379.0,187010.0,1.0,43.0,43.0
Fen-Edebiyat Fakültesi,204610345,  Psikoloji (Burslu),94686.0,59379.0,1.0,12.0,12.0
Fen-Edebiyat Fakültesi,204610345,Psikoloji (Burslu),89653.5,42114.0,0.98,11.25,11.5
Fen-Edebiyat Fakültesi,204610345,Psikoloji(Burslu),52565.0,26941.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,204610354,  Psikoloji (%50 Ýndirimli),156980.0,100570.0,1.0,20.0,20.0
Fen-Edebiyat Fakültesi,204610354,Psikoloji (%50 Ýndirimli),177068.5,99445.25,1.0,18.5,18.5
Fen-Edebiyat Fakültesi,204610354,Psikoloji(%50 Ýndirimli),104728.0,80201.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,204610363,Psikoloji(%25 Ýndirimli),174352.0,139665.0,1.0,8.0,8.0
Fen-Edebiyat Fakültesi,205410026,  Tarih (Burslu),980.0,519.0,1.0,3.0,3.0
Fen-Edebiyat Fakültesi,205410026,Tarih (Burslu),608.0,194.5,1.0,3.5,3.5
Fen-Edebiyat Fakültesi,205410026,Tarih(Burslu),997.0,749.0,1.0,3.0,3.0
Fen-Edebiyat Fakültesi,205410035,  Türk Dili ve Edebiyatý (Burslu),1514.0,824.0,1.0,3.0,3.0
Fen-Edebiyat Fakültesi,205410035,Türk Dili ve Edebiyatý (Burslu),989.0,284.25,1.0,3.5,3.5
Fen-Edebiyat Fakültesi,205410035,Türk Dili ve Edebiyatý(Burslu),1177.0,707.0,1.0,3.0,3.0
Fen-Edebiyat Fakültesi,205410468,  Tarih (%50 Ýndirimli),699350.0,48677.0,0.8,8.0,10.0
Fen-Edebiyat Fakültesi,205410468,Tarih (%50 Ýndirimli),392084.5,18885.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,205410468,Tarih(%50 Ýndirimli),525771.0,58822.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,205410477,  Türk Dili ve Edebiyatý (%50 Ýndirimli),1356469.0,52882.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,205410477,Türk Dili ve Edebiyatý (%50 Ýndirimli),594831.25,73004.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,205410477,Türk Dili ve Edebiyatý(%50 Ýndirimli),420558.0,40075.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,205410486,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu),4334.0,2189.0,1.0,6.0,6.0
Fen-Edebiyat Fakültesi,205410486,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu),4531.25,2476.25,0.96,6.25,6.5
Fen-Edebiyat Fakültesi,205410486,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(Burslu),5369.0,4200.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,205410495,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli),41980.0,19265.0,1.0,32.0,32.0
Fen-Edebiyat Fakültesi,205410495,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli),42312.75,15847.0,1.0,31.0,31.0
Fen-Edebiyat Fakültesi,205410495,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(%50 Ýndirimli),52796.0,9751.0,1.0,32.0,32.0
Fen-Edebiyat Fakültesi,205410732,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(%75 Ýndirimli),9432.0,5770.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,205410971,  Psikoloji (Ücretli),276920.0,90384.0,1.0,35.0,35.0
Fen-Edebiyat Fakültesi,205410971,Psikoloji (Ücretli),301135.0,121086.0,1.0,32.5,32.5
Fen-Edebiyat Fakültesi,205410971,Psikoloji(Ücretli),253641.0,112381.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,205410989,  Psikoloji (Burslu),3269.0,1519.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,205410989,Psikoloji (Burslu),3477.0,1604.75,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,205410989,Psikoloji(Burslu),2848.0,1813.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,205410998,  Psikoloji (%50 Ýndirimli),109253.0,7677.0,1.0,24.0,24.0
Fen-Edebiyat Fakültesi,205410998,Psikoloji (%50 Ýndirimli),78247.0,12301.75,1.0,24.0,24.0
Fen-Edebiyat Fakültesi,205410998,Psikoloji(%50 Ýndirimli),51770.0,16659.0,1.0,15.0,15.0
Fen-Edebiyat Fakültesi,205411042,Psikoloji(%75 Ýndirimli),14248.0,7916.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,205490114,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Ücretli),55175.0,43826.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,205490114,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Ücretli),79658.25,44026.25,1.0,6.0,6.0
Fen-Edebiyat Fakültesi,205810058,  Psikoloji (Ücretli),466188.0,180913.0,1.0,54.0,54.0
Fen-Edebiyat Fakültesi,205810058,Psikoloji (Ücretli),721006.0,210895.0,1.0,57.5,57.5
Fen-Edebiyat Fakültesi,205810058,Psikoloji(Ücretli),469345.0,283750.0,1.0,44.0,44.0
Fen-Edebiyat Fakültesi,205810067,  Psikoloji (Burslu),67153.0,49064.0,1.0,11.0,11.0
Fen-Edebiyat Fakültesi,205810067,Psikoloji (Burslu),58824.75,41165.75,0.96,11.5,12.0
Fen-Edebiyat Fakültesi,205810067,Psikoloji(Burslu),44597.0,39514.0,1.0,6.0,6.0
Fen-Edebiyat Fakültesi,205850509,  Psikoloji (%50 Ýndirimli),150626.0,99728.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,205850509,Psikoloji (%50 Ýndirimli),154325.75,99258.5,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,205850509,Psikoloji(%50 Ýndirimli),128273.0,85402.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206110141,  Antropoloji (Ýngilizce) (Burslu),170734.0,76271.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206110141,Antropoloji (Ýngilizce) (Burslu),165907.0,78629.25,0.98,10.25,10.5
Fen-Edebiyat Fakültesi,206110141,Antropoloji(Ýngilizce)(Burslu),142385.0,92004.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206110168,  Felsefe (Ýngilizce) (Burslu),101586.0,10861.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206110168,Felsefe (Ýngilizce) (Burslu),115086.5,24034.0,0.98,7.0,7.25
Fen-Edebiyat Fakültesi,206110168,Felsefe(Ýngilizce)(Burslu),69212.0,45709.0,1.0,2.0,2.0
Fen-Edebiyat Fakültesi,206110186,  Fizik (Ýngilizce) (Burslu),64945.0,34513.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206110186,Fizik (Ýngilizce) (Burslu),62991.75,37843.5,1.0,10.5,10.5
Fen-Edebiyat Fakültesi,206110186,Fizik(Ýngilizce)(Burslu),102485.0,38136.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206110195,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Ücretli),36743.0,30857.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206110195,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Ücretli),60377.25,32806.5,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206110195,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(Ücretli),58551.0,15268.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206110202,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu),4559.0,3532.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206110202,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu),4847.75,2408.25,0.98,10.25,10.5
Fen-Edebiyat Fakültesi,206110202,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(Burslu),4316.0,3533.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,206110229,  Matematik (Ýngilizce) (Burslu),40992.0,37906.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206110229,Matematik (Ýngilizce) (Burslu),45872.75,33507.0,0.96,5.25,5.5
Fen-Edebiyat Fakültesi,206110229,Matematik(Ýngilizce)(Burslu),59432.0,54469.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206110238,  Psikoloji (Ýngilizce) (Ücretli),269271.0,126890.0,1.0,32.0,32.0
Fen-Edebiyat Fakültesi,206110238,Psikoloji (Ýngilizce) (Ücretli),437208.25,158018.0,1.0,32.75,32.75
Fen-Edebiyat Fakültesi,206110238,Psikoloji(Ýngilizce)(Ücretli),407791.0,136315.0,1.0,40.0,40.0
Fen-Edebiyat Fakültesi,206110247,  Psikoloji (Ýngilizce) (Burslu),4087.0,1441.0,1.0,14.0,14.0
Fen-Edebiyat Fakültesi,206110247,Psikoloji (Ýngilizce) (Burslu),5808.5,2464.25,0.97,13.75,14.25
Fen-Edebiyat Fakültesi,206110247,Psikoloji(Ýngilizce)(Burslu),3043.0,1254.0,1.0,9.0,9.0
Fen-Edebiyat Fakültesi,206110265,  Sosyoloji (Ýngilizce) (Burslu),33271.0,6623.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206110265,Sosyoloji (Ýngilizce) (Burslu),32793.75,17195.5,0.92,5.0,5.5
Fen-Edebiyat Fakültesi,206110265,Sosyoloji(Ýngilizce)(Burslu),48733.0,40819.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206110283,  Tarih (Ýngilizce) (Burslu),858.0,810.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206110283,Tarih (Ýngilizce) (Burslu),748.0,386.0,0.95,4.0,4.25
Fen-Edebiyat Fakültesi,206110283,Tarih(Ýngilizce)(Burslu),491.0,268.0,1.0,3.0,3.0
Fen-Edebiyat Fakültesi,206110308,  Türk Dili ve Edebiyatý (Burslu),1567.0,352.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206110308,Türk Dili ve Edebiyatý (Burslu),1442.5,1026.5,0.9,4.75,5.25
Fen-Edebiyat Fakültesi,206110308,Türk Dili ve Edebiyatý(Burslu),1068.0,742.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206110768,Çeviribilim(Ýngilizce)(Ücretli),65361.0,31637.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206110777,Çeviribilim(Ýngilizce)(Burslu),3621.0,2416.0,1.0,9.0,9.0
Fen-Edebiyat Fakültesi,206111096,  Felsefe (Ýngilizce) (%50 Ýndirimli),934683.0,539492.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,206111096,Felsefe (Ýngilizce) (%50 Ýndirimli),1031110.0,296010.67,0.58,5.33,10.33
Fen-Edebiyat Fakültesi,206111112,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli),29286.0,5790.0,1.0,55.0,55.0
Fen-Edebiyat Fakültesi,206111112,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli),47480.0,9466.5,1.0,54.0,54.0
Fen-Edebiyat Fakültesi,206111112,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(%50 Ýndirimli),38051.0,12091.0,1.0,55.0,55.0
Fen-Edebiyat Fakültesi,206111121,  Matematik (Ýngilizce) (%50 Ýndirimli),362976.0,125401.0,1.0,30.0,30.0
Fen-Edebiyat Fakültesi,206111121,Matematik (Ýngilizce) (%50 Ýndirimli),395745.33,243354.0,0.92,27.0,29.33
Fen-Edebiyat Fakültesi,206111121,Matematik(Ýngilizce)(%50 Ýndirimli),458450.0,285595.0,1.0,20.0,20.0
Fen-Edebiyat Fakültesi,206111139,  Psikoloji (Ýngilizce) (%50 Ýndirimli),123670.0,5300.0,1.0,44.0,44.0
Fen-Edebiyat Fakültesi,206111139,Psikoloji (Ýngilizce) (%50 Ýndirimli),149979.25,21628.25,1.0,44.25,44.25
Fen-Edebiyat Fakültesi,206111139,Psikoloji(Ýngilizce)(%50 Ýndirimli),102187.0,4825.0,1.0,40.0,40.0
Fen-Edebiyat Fakültesi,206111148,  Sosyoloji (Ýngilizce) (%50 Ýndirimli),713867.0,198358.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,206111148,Sosyoloji (Ýngilizce) (%50 Ýndirimli),930710.67,257764.33,0.84,25.67,30.67
Fen-Edebiyat Fakültesi,206111148,Sosyoloji(Ýngilizce)(%50 Ýndirimli),595397.0,104353.0,1.0,20.0,20.0
Fen-Edebiyat Fakültesi,206111157,  Tarih (Ýngilizce) (%50 Ýndirimli),876176.0,2402.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,206111157,Tarih (Ýngilizce) (%50 Ýndirimli),941559.33,77125.33,0.75,18.67,25.0
Fen-Edebiyat Fakültesi,206111166,  Türk Dili ve Edebiyatý (%50 Ýndirimli),1114948.0,192432.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,206111166,Türk Dili ve Edebiyatý (%50 Ýndirimli),802522.33,147765.67,0.81,24.67,30.67
Fen-Edebiyat Fakültesi,206111166,Türk Dili ve Edebiyatý(%50 Ýndirimli),685112.0,97436.0,1.0,30.0,30.0
Fen-Edebiyat Fakültesi,206111351,Çeviribilim(Ýngilizce)(%50 Ýndirimli),31161.0,7155.0,1.0,70.0,70.0
Fen-Edebiyat Fakültesi,206190327,  Rus Dili ve Edebiyatý (Rusça) (Burslu),9379.0,5151.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206190327,Rus Dili ve Edebiyatý (Rusça) (Burslu),8804.25,4336.0,0.93,8.25,8.75
Fen-Edebiyat Fakültesi,206190327,Rus Dili ve Edebiyatý(Rusça)(Burslu),11224.0,4375.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206190328,  Rus Dili ve Edebiyatý (Rusça) (%50 Ýndirimli),78500.0,15658.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,206190328,Rus Dili ve Edebiyatý (Rusça) (%50 Ýndirimli),69081.33,17342.67,0.92,20.0,21.67
Fen-Edebiyat Fakültesi,206190328,Rus Dili ve Edebiyatý(Rusça)(%50 Ýndirimli),47340.0,16667.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206190329,  Antropoloji (Ýngilizce) (%50 Ýndirimli),1528529.0,281524.0,0.7,7.0,10.0
Fen-Edebiyat Fakültesi,206190329,Antropoloji (Ýngilizce) (%50 Ýndirimli),571695.67,323394.33,0.83,3.67,4.0
Fen-Edebiyat Fakültesi,206190329,Antropoloji(Ýngilizce)(%50 Ýndirimli),501310.0,192435.0,1.0,2.0,2.0
Fen-Edebiyat Fakültesi,206190330,  Fizik (Ýngilizce) (%50 Ýndirimli),309952.0,144352.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206190330,Fizik (Ýngilizce) (%50 Ýndirimli),342408.5,180689.5,1.0,6.5,6.5
Fen-Edebiyat Fakültesi,206190330,Fizik(Ýngilizce)(%50 Ýndirimli),427284.0,353902.0,1.0,2.0,2.0
Fen-Edebiyat Fakültesi,206190362,  Çeviribilimi (Ýngilizce) (Ücretli),38743.0,27828.0,1.0,12.0,12.0
Fen-Edebiyat Fakültesi,206190362,Çeviribilimi (Ýngilizce) (Ücretli),59725.25,19858.25,0.92,10.0,11.0
Fen-Edebiyat Fakültesi,206190363,  Çeviribilimi (Ýngilizce) (Burslu),3485.0,1669.0,1.0,14.0,14.0
Fen-Edebiyat Fakültesi,206190363,Çeviribilimi (Ýngilizce) (Burslu),3555.5,1965.75,0.95,13.5,14.25
Fen-Edebiyat Fakültesi,206190364,  Çeviribilimi (Ýngilizce) (%50 Ýndirimli),23904.0,5449.0,1.0,70.0,70.0
Fen-Edebiyat Fakültesi,206190364,Çeviribilimi (Ýngilizce) (%50 Ýndirimli),33505.0,5397.75,1.0,69.5,69.5
Fen-Edebiyat Fakültesi,206190367,  Fizik (Ýngilizce) (UOLP-Coe College) (Ücretli) ,518336.0,448854.0,1.0,3.0,3.0
Fen-Edebiyat Fakültesi,206190367,Fizik (Ýngilizce) (UOLP-Coe College) (Ücretli),488957.67,374649.67,0.78,3.0,3.67
Fen-Edebiyat Fakültesi,206210088,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu) ,19321.0,11406.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,206210088,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu),19101.25,16298.5,0.92,7.75,8.5
Fen-Edebiyat Fakültesi,206210088,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(Burslu),11747.0,10502.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206210104,Mütercim-Tercümanlýk(Fakülte)(Ýngilizce)(Burslu),9481.0,5724.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206210282,Mütercim-Tercümanlýk(Fakülte)(Ýngilizce)(%50 Ýndirimli),68860.0,27324.0,1.0,33.0,33.0
Fen-Edebiyat Fakültesi,206210325,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli),62247.0,22959.0,1.0,38.0,38.0
Fen-Edebiyat Fakültesi,206210325,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli),77596.0,30568.5,0.79,35.5,44.5
Fen-Edebiyat Fakültesi,206210519,  Moleküler Biyoloji ve Genetik (Burslu),127546.0,90111.0,1.0,6.0,6.0
Fen-Edebiyat Fakültesi,206210519,Moleküler Biyoloji ve Genetik (Burslu),156478.25,132124.25,0.94,8.0,8.5
Fen-Edebiyat Fakültesi,206210519,Moleküler Biyoloji ve Genetik(Burslu),147566.0,134355.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206210528,  Moleküler Biyoloji ve Genetik (%50 Ýndirimli),466205.0,239514.0,1.0,34.0,34.0
Fen-Edebiyat Fakültesi,206210528,Moleküler Biyoloji ve Genetik (%50 Ýndirimli),609590.0,256575.0,0.77,32.25,42.0
Fen-Edebiyat Fakültesi,206210688,  Psikoloji (Burslu),130640.0,89207.0,1.0,11.0,11.0
Fen-Edebiyat Fakültesi,206210688,Psikoloji (Burslu),104059.0,74187.5,0.96,11.5,12.0
Fen-Edebiyat Fakültesi,206210688,Psikoloji(Burslu),57402.0,39965.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,206210828,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(%75 Ýndirimli),24166.0,14334.0,1.0,9.0,9.0
Fen-Edebiyat Fakültesi,206210837,Moleküler Biyoloji ve Genetik(%75 Ýndirimli),465410.0,294862.0,1.0,33.0,33.0
Fen-Edebiyat Fakültesi,206210846,Mütercim-Tercümanlýk(Fakülte)(Ýngilizce)(%75 Ýndirimli),21415.0,10269.0,1.0,13.0,13.0
Fen-Edebiyat Fakültesi,206211032,  Psikoloji (%25 Ýndirimli),543909.0,223250.0,1.0,57.0,57.0
Fen-Edebiyat Fakültesi,206211032,Psikoloji (%25 Ýndirimli),556436.5,238176.5,0.94,58.75,62.5
Fen-Edebiyat Fakültesi,206211032,Psikoloji(%25 Ýndirimli),590443.0,286972.0,1.0,63.0,63.0
Fen-Edebiyat Fakültesi,206211102,  Türk Dili ve Edebiyatý (Burslu) ,92480.0,89333.0,1.0,4.0,4.0
Fen-Edebiyat Fakültesi,206211102,Türk Dili ve Edebiyatý (Burslu),92700.25,79187.25,0.85,4.0,5.0
Fen-Edebiyat Fakültesi,206211102,Türk Dili ve Edebiyatý(Burslu),72934.0,24481.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206211111,  Türk Dili ve Edebiyatý (%50 Ýndirimli) ,440816.0,128814.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,206211111,Türk Dili ve Edebiyatý (%50 Ýndirimli),750932.25,247158.5,0.76,19.0,24.0
Fen-Edebiyat Fakültesi,206290198,  Ýngilizce Mütercim ve Tercümanlýk (Burslu),16011.0,12998.0,1.0,7.0,7.0
Fen-Edebiyat Fakültesi,206290198,Ýngilizce Mütercim ve Tercümanlýk (Burslu),17700.67,15005.67,0.93,8.33,9.0
Fen-Edebiyat Fakültesi,206290198,Ýngilizce Mütercim ve Tercümanlýk (Fakülte) (Burslu),11635.0,9051.0,1.0,8.0,8.0
Fen-Edebiyat Fakültesi,206290199,  Ýngilizce Mütercim ve Tercümanlýk (%50 Ýndirimli),50059.0,19597.0,1.0,38.0,38.0
Fen-Edebiyat Fakültesi,206290199,Ýngilizce Mütercim ve Tercümanlýk (%50 Ýndirimli),56168.67,25417.0,0.89,40.33,45.0
Fen-Edebiyat Fakültesi,206290199,Ýngilizce Mütercim ve Tercümanlýk (Fakülte) (%50 Ýndirimli),65459.0,24118.0,1.0,42.0,42.0
Fen-Edebiyat Fakültesi,206710171,  Psikoloji (Ýngilizce) (Ücretli),355462.0,277935.0,1.0,22.0,22.0
Fen-Edebiyat Fakültesi,206710171,Psikoloji (Ýngilizce) (Ücretli),392508.5,169304.5,1.0,29.5,29.5
Fen-Edebiyat Fakültesi,206710171,Psikoloji(Ýngilizce)(Ücretli),324942.0,177149.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,206710189,  Psikoloji (Ýngilizce) (Burslu),9311.0,3937.0,1.0,14.0,14.0
Fen-Edebiyat Fakültesi,206710189,Psikoloji (Ýngilizce) (Burslu),11177.0,4037.0,1.0,14.5,14.5
Fen-Edebiyat Fakültesi,206710189,Psikoloji(Ýngilizce)(Burslu),14080.0,6329.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206710198,Psikoloji (Ýngilizce) (%50 Ýndirimli),137526.67,24589.33,1.0,45.33,45.33
Fen-Edebiyat Fakültesi,206710198,Psikoloji(Ýngilizce)(%50 Ýndirimli),79396.0,22158.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,206710205,Psikoloji(Ýngilizce)(%25 Ýndirimli),173515.0,79745.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,206710338,  Sosyoloji (Ýngilizce) (Burslu) ,85964.0,61577.0,1.0,3.0,3.0
Fen-Edebiyat Fakültesi,206710338,Sosyoloji (Ýngilizce) (Burslu),90958.75,64814.25,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206710338,Sosyoloji(Ýngilizce)(Burslu),71368.0,11455.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206710347,  Sosyoloji (Ýngilizce) (%50 Ýndirimli) ,726599.0,93067.0,1.0,17.0,17.0
Fen-Edebiyat Fakültesi,206710347,Sosyoloji (Ýngilizce) (%50 Ýndirimli),934189.75,266262.0,0.73,15.75,22.75
Fen-Edebiyat Fakültesi,206710347,Sosyoloji(Ýngilizce)(%50 Ýndirimli),747234.0,333490.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206710436,  Matematik (Ýngilizce) (Burslu),77389.0,54008.0,1.0,3.0,3.0
Fen-Edebiyat Fakültesi,206710436,Matematik (Ýngilizce) (Burslu),79936.25,47632.25,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206710436,Matematik(Ýngilizce)(Burslu),83066.0,63918.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206710437,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu),10540.0,7984.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206710437,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (Burslu),8924.75,5686.75,1.0,9.0,9.0
Fen-Edebiyat Fakültesi,206710437,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(Burslu),7597.0,5077.0,1.0,5.0,5.0
Fen-Edebiyat Fakültesi,206710438,  Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli),49188.0,18046.0,1.0,52.0,52.0
Fen-Edebiyat Fakültesi,206710438,Ýngiliz Dili ve Edebiyatý (Ýngilizce) (%50 Ýndirimli),50293.75,17725.75,1.0,47.0,47.0
Fen-Edebiyat Fakültesi,206710438,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(%50 Ýndirimli),41705.0,17003.0,1.0,25.0,25.0
Fen-Edebiyat Fakültesi,206710439,Ýngiliz Dili ve Edebiyatý(Ýngilizce)(%75 Ýndirimli),16183.0,12400.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206710448,Matematik(Ýngilizce)(%75 Ýndirimli),297231.0,173515.0,1.0,10.0,10.0
Fen-Edebiyat Fakültesi,206710449,  Matematik (Ýngilizce) (%50 Ýndirimli),400596.0,112299.0,1.0,17.0,17.0
Fen-Edebiyat Fakültesi,206710449,Matematik (Ýngilizce) (%50 Ýndirimli),395688.67,187344.67,0.78,18.0,24.67
